id,doi,year,journal,membrane_detailed,membrane,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,membrane_type,solute_name,secondary_solute_name,secondary_solute_ratio,solvent,pressure,flux_lmh,permeance,rejection,temperature,process_configuration,exclude,solute_smiles,secondary_solute_smiles,loss_weight,solute_category,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,batch,date,solute_identifier,secondary_solute_identifier,source
10,10.1002/cplu.201300112,2013.0,ChemPlusChem,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs precatalyst 4,Hoveyda-Grubbs precatalyst 4,0.5,Toluene,40.0,2.4,0.06,0.996,30.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(OCCOCCOC)cc3C)c4c(C)cc(OCCOCCOC)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(OCCOCCOC)cc3C)c4c(C)cc(OCCOCCOC)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,834.8439999999996,7.517080000000009,834.8439999999996,7.517080000000009,,,,,cat
11,10.1002/jctb.6109,2019.0,Journal of Chemical Technology & Biotechnology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs Catalyst M700,Hoveyda-Grubbs Catalyst M700,0.5,Ethyl acetate,20.0,266.0,13.3,0.97,23.0,CF,0,CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,600.6170000000005,10.016299999999994,600.6170000000005,10.016299999999994,,,,,cat
12,10.1002/jctb.6109,2019.0,Journal of Chemical Technology & Biotechnology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Grubbs Catalyst,Grubbs Catalyst,0.5,Ethyl acetate,20.0,167.2,8.36,0.94,23.0,CF,0,Cl[Ru](=Cc1ccccc1OC(C)C(C)=O)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,Cl[Ru](=Cc1ccccc1OC(C)C(C)=O)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,654.6440000000001,7.619420000000009,654.6440000000001,7.619420000000009,,,,,cat
13,10.1016/j.ces.2014.03.029,2014.0,Chemical Engineering Science,GMT2,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,Triphenylphosphine,Triphenylphosphine,0.5,2-propanol,30.0,7.8,0.26,0.663,25.0,CF,0,c1(P(c2ccccc2)c3ccccc3)ccccc1,c1(P(c2ccccc2)c3ccccc3)ccccc1,1.0,ligand,C(C)(C)O,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,262.292,3.4448000000000016,262.292,3.4448000000000016,,,,,cat
14,10.1016/j.ces.2014.03.029,2014.0,Chemical Engineering Science,GMT2,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,Triphenylphosphine,Triphenylphosphine,0.5,Dimethyl carbonate,30.0,18.1,0.603333333,0.581,25.0,CF,0,c1(P(c2ccccc2)c3ccccc3)ccccc1,c1(P(c2ccccc2)c3ccccc3)ccccc1,1.0,ligand,C(OC)(OC)=O,90.078,0.35,0.644,1069.0,3.1,15.5,3.9,9.7,84.2,262.292,3.4448000000000016,262.292,3.4448000000000016,,,,,cat
15,10.1016/j.ces.2014.03.029,2014.0,Chemical Engineering Science,GMT2,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,Triphenylphosphine,Triphenylphosphine,0.5,n-Hexanal,30.0,24.2,0.806666667,0.389,25.0,CF,0,c1(P(c2ccccc2)c3ccccc3)ccccc1,c1(P(c2ccccc2)c3ccccc3)ccccc1,1.0,ligand,C(CCC)CC=O,100.161,1.7656,1.4,810.0,10.0,15.8,8.5,5.4,120.2,262.292,3.4448000000000016,262.292,3.4448000000000016,,,,,cat
16,10.1016/j.ces.2014.03.029,2014.0,Chemical Engineering Science,GMT2,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,Triphenylphosphine,Triphenylphosphine,0.5,n-Hexane,30.0,99.8,3.326666667,0.59,25.0,CF,0,c1(P(c2ccccc2)c3ccccc3)ccccc1,c1(P(c2ccccc2)c3ccccc3)ccccc1,1.0,ligand,C(CCC)CC,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,262.292,3.4448000000000016,262.292,3.4448000000000016,,,,,cat
17,10.1016/j.ces.2014.03.029,2014.0,Chemical Engineering Science,GMT2,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,Triphenylphosphine,Triphenylphosphine,0.5,Toluene,30.0,57.9,1.93,0.905,25.0,CF,0,c1(P(c2ccccc2)c3ccccc3)ccccc1,c1(P(c2ccccc2)c3ccccc3)ccccc1,1.0,ligand,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,262.292,3.4448000000000016,262.292,3.4448000000000016,,,,,cat
18,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,40.0,2.4,0.06,0.995,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
19,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,30.0,1.8,0.06,0.995,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
20,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,20.0,1.2,0.06,0.984,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
21,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,10.0,0.6,0.06,0.963,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
22,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,40.0,7.2,0.18,0.86,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
23,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,30.0,5.4,0.18,0.86,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
24,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,20.0,4.8,0.24,0.91,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
25,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,10.0,3.5,0.35,0.91,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
26,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Ethyl acetate,25.0,105.9,4.236,0.994,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
27,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,25.0,147.3,5.892,0.99,44.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
28,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Tetrahydrofuran,20.0,54.5,2.725,0.958,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
29,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Tetrahydrofuran,25.0,118.2,4.728,0.99,40.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
30,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Tetrahydrofuran,25.0,93.6,3.744,0.99,30.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
31,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Tetrahydrofuran,25.0,71.0,2.84,0.99,20.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
32,10.1080/01496395.2019.1706573,2021.0,Seperation Science and Technology,NF030306,SS336,SS,500,82.0,0.0,0,1,,Rh(acac)(CO)2,Rh(acac)(CO)2,0.5,Dimethyl carbonate,30.0,10.0,0.333333333,0.86,27.0,CF,0,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,1.0,metal_catalyst,C(OC)(OC)=O,90.078,0.35,0.644,1069.0,3.1,15.5,3.9,9.7,84.2,258.03499999999997,0.60719,258.03499999999997,0.60719,,,,,cat
33,10.1080/01496395.2019.1706573,2021.0,Seperation Science and Technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,30.0,23.0,0.766666667,0.996,27.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
34,10.1080/01496395.2019.1706573,2021.0,Seperation Science and Technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Rh(acac)(CO)2,Rh(acac)(CO)2,0.5,Toluene,30.0,23.0,0.766666667,0.578,27.0,CF,0,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,258.03499999999997,0.60719,258.03499999999997,0.60719,,,,,cat
35,10.3389/fchem.2020.00375,2020.0,Frontiers in Chemistry,PS600,DM500,DM,500,59.0,-31.0,0,0,,Pd[II](XPHOS),Palladium(II)acetate,0.01,Methanol,40.0,0.4,0.01,0.81,25.0,DE,0,CC(O[Pd]([P](c1ccc(c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1)(C3CCCCC3)C4CCCCC4)(OC(C)=O)[P](c5ccc(c6c(C(C)C)cc(C(C)C)cc6C(C)C)cc5)(C7CCCCC7)C8CCCCC8)=O,CC(O[Pd]OC(C)=O)=O,1.0,metal_catalyst,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1177.966,21.0179,224.50799999999998,0.0250999999999999,,,,,cat
36,10.3389/fchem.2020.00375,2020.0,Frontiers in Chemistry,PS600,DM500,DM,500,59.0,-31.0,0,0,,Pd[II](XPHOS),Palladium(II)acetate,0.01,2-propanol,40.0,0.4,0.01,0.95,25.0,DE,0,CC(O[Pd]([P](c1ccc(c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1)(C3CCCCC3)C4CCCCC4)(OC(C)=O)[P](c5ccc(c6c(C(C)C)cc(C(C)C)cc6C(C)C)cc5)(C7CCCCC7)C8CCCCC8)=O,CC(O[Pd]OC(C)=O)=O,1.0,metal_catalyst,C(C)(C)O,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,1177.966,21.0179,224.50799999999998,0.0250999999999999,,,,,cat
