id,batch,date,solute_identifier,secondary_solute_identifier,secondary_solute_ratio,solvent,membrane,permeance,pressure,temperature,process_configuration,rejection,exclude
78,OC1,12/25/2024,632-69-9,None,0.5,Acetonitrile,TS40,1.46,30,21,DE,0.611064543,1
79,OC1,12/25/2024,1442433-71-7,None,0.5,Acetonitrile,TS40,1.46,30,21,DE,0.445139976,1
80,OC1,12/25/2024,18531-99-2,None,0.5,Acetonitrile,TS40,1.46,30,21,DE,0.426247289,1
81,OC1,12/25/2024,140924-50-1,None,0.5,Acetonitrile,TS40,1.46,30,21,DE,0.461998292,1
82,OC1,12/25/2024,1416881-52-1,None,0.5,Acetonitrile,TS40,1.46,30,21,DE,0.445942804,1
83,OC1,12/25/2024,632-69-9,None,0.5,Acetonitrile,PMS600,0.42,30,21,DE,0.204064352,0
84,OC1,12/25/2024,1442433-71-7,None,0.5,Acetonitrile,PMS600,0.42,30,21,DE,0.145672062,0
85,OC1,12/25/2024,18531-99-2,None,0.5,Acetonitrile,PMS600,0.42,30,21,DE,0.114136126,0
86,OC1,12/25/2024,140924-50-1,None,0.5,Acetonitrile,PMS600,0.42,30,21,DE,0.175468484,0
87,OC1,12/25/2024,1416881-52-1,None,0.5,Acetonitrile,PMS600,0.42,30,21,DE,0.10304722,0
88,OC1,12/25/2024,632-69-9,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.952582557,0
89,OC1,12/25/2024,1442433-71-7,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.979415904,0
90,OC1,12/25/2024,18531-99-2,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.720418848,0
91,OC1,12/25/2024,140924-50-1,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.850936968,0
92,OC1,12/25/2024,1416881-52-1,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.950686206,0
93,OC1,12/25/2024,632-69-9,None,0.5,Acetonitrile,DM300,0.51909254,30,21,DE,0.916172735,0
94,OC1,12/25/2024,1442433-71-7,None,0.5,Acetonitrile,DM300,0.51909254,30,21,DE,0.832512315,0
95,OC1,12/25/2024,18531-99-2,None,0.5,Acetonitrile,DM300,0.51909254,30,21,DE,0.852356021,0
96,OC1,12/25/2024,140924-50-1,None,0.5,Acetonitrile,DM300,0.51909254,30,21,DE,0.904599659,0
97,OC1,12/25/2024,1416881-52-1,None,0.5,Acetonitrile,DM300,0.51909254,30,21,DE,0.898813678,0
98,OC1,12/25/2024,632-69-9,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.66469094,0
99,OC1,12/25/2024,1442433-71-7,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.69669247,0
100,OC1,12/25/2024,18531-99-2,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.457591623,0
101,OC1,12/25/2024,140924-50-1,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.626916525,0
102,OC1,12/25/2024,1416881-52-1,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.557106304,0
103,Alpha,12/26/2024,14323-06-9,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.947929479,0
104,Alpha,12/26/2024,1449110-90-0,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.818921668,0
105,Alpha,12/26/2024,14323-06-9,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.519475195,0
106,Alpha,12/26/2024,1449110-90-0,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.14750763,0
107,Alpha,12/26/2024,14323-06-9,None,0.5,Acetonitrile,NFX,0.36,30,21,DE,0.132841328,0
108,Alpha,12/26/2024,1449110-90-0,None,0.5,Acetonitrile,NFX,0.36,30,21,DE,0.119226857,0
109,Bravo,12/29/2024,60804-75-3,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.858383198,0
110,Bravo,12/29/2024,1352428-78-4,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.78434537,0
111,Bravo,12/29/2024,60804-75-3,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.287633462,0
112,Bravo,12/29/2024,1352428-78-4,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.067379463,0
113,Bravo,12/29/2024,60804-75-3,None,0.5,Acetonitrile,NFX,0.36,30,21,DE,0.060366068,0
114,Bravo,12/29/2024,1352428-78-4,None,0.5,Acetonitrile,NFX,0.36,30,21,DE,0.037926165,0
115,Bravo,12/29/2024,60804-75-3,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,20,21,DE,0.924850405,0
116,Bravo,12/29/2024,1352428-78-4,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,20,21,DE,0.833366956,0
117,Bravo,12/29/2024,60804-75-3,None,0.5,Acetonitrile,SS336,0.45587198,20,21,DE,0.54323595,0
118,Bravo,12/29/2024,1352428-78-4,None,0.5,Acetonitrile,SS336,0.45587198,20,21,DE,0.36695582,0
119,Bravo,12/29/2024,60804-75-3,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,10,21,DE,0.890707497,0
120,Bravo,12/29/2024,1352428-78-4,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,10,21,DE,0.748840024,0
121,Bravo,12/29/2024,60804-75-3,None,0.5,Acetonitrile,SS336,0.45587198,10,21,DE,0.698169659,0
122,Bravo,12/29/2024,1352428-78-4,None,0.5,Acetonitrile,SS336,0.45587198,10,21,DE,0.499092193,0
123,Charlie,12/30/2024,500295-52-3,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.763226883,0
124,Charlie,12/30/2024,2042201-18-1,None,0.5,Acetonitrile,GMT-oNF-2,0.153480228,30,21,DE,0.840872274,0
125,Charlie,12/30/2024,500295-52-3,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.07650143,0
126,Charlie,12/30/2024,2042201-18-1,None,0.5,Acetonitrile,SS336,0.45587198,30,21,DE,0.147788162,0
127,OC1,1/6/2025,632-69-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.883697813,0
128,OC1,1/6/2025,1442433-71-7,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.4,0
129,OC1,1/6/2025,18531-99-2,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.630738523,0
130,OC1,1/6/2025,140924-50-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.163868905,0
131,OC1,1/6/2025,1416881-52-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.407690717,0
132,OC1,1/6/2025,632-69-9,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.702451955,0
133,OC1,1/6/2025,1442433-71-7,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.727272727,0
134,OC1,1/6/2025,18531-99-2,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.779690619,0
135,OC1,1/6/2025,140924-50-1,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.57873701,0
136,OC1,1/6/2025,1416881-52-1,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.821997106,0
137,OC1,1/6/2025,632-69-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.876076872,0
138,OC1,1/6/2025,1442433-71-7,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.412121212,0
139,OC1,1/6/2025,18531-99-2,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.713572854,0
140,OC1,1/6/2025,140924-50-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.142286171,0
141,OC1,1/6/2025,1416881-52-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.336778995,0
142,OC1,1/6/2025,632-69-9,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.694499669,0
143,OC1,1/6/2025,1442433-71-7,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.303030303,0
144,OC1,1/6/2025,18531-99-2,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.728293413,0
145,OC1,1/6/2025,140924-50-1,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.574740208,0
146,OC1,1/6/2025,1416881-52-1,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.658672731,0
147,OC1,1/6/2025,632-69-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.900265076,0
148,OC1,1/6/2025,1442433-71-7,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.521212121,0
149,OC1,1/6/2025,18531-99-2,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.74251497,0
150,OC1,1/6/2025,140924-50-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.210231815,0
151,OC1,1/6/2025,1416881-52-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.330783544,0
152,OC1,1/6/2025,632-69-9,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.831345262,0
153,OC1,1/6/2025,1442433-71-7,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.509090909,0
154,OC1,1/6/2025,18531-99-2,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.775698603,0
155,OC1,1/6/2025,140924-50-1,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.760191847,0
156,OC1,1/6/2025,1416881-52-1,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.460409345,0
157,OC3,1/7/2025,2321-07-5,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.297662695,0
158,OC3,1/7/2025,14187-32-7,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.102888673,0
159,OC3,1/7/2025,17455-13-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.005214542,0
160,OC3,1/7/2025,2321-07-5,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.616865261,0
161,OC3,1/7/2025,14187-32-7,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.769230769,0
162,OC3,1/7/2025,17455-13-9,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.416939632,0
163,OC3,1/7/2025,2321-07-5,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.306370302,0
164,OC3,1/7/2025,14187-32-7,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.067510549,0
165,OC3,1/7/2025,17455-13-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.019747568,0
166,OC3,1/7/2025,2321-07-5,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.531049496,0
167,OC3,1/7/2025,14187-32-7,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.514767932,0
168,OC3,1/7/2025,17455-13-9,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.170486266,0
169,OC3,1/7/2025,2321-07-5,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.420600367,0
170,OC3,1/7/2025,14187-32-7,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.084388186,0
171,OC3,1/7/2025,17455-13-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.031086472,0
172,OC3,1/7/2025,2321-07-5,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.629353804,0
173,OC3,1/7/2025,14187-32-7,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.423239208,0
174,OC3,1/7/2025,17455-13-9,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.15474856,0
175,Delta,1/9/2025,60804-75-3,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.989,0
176,Delta,1/9/2025,94928-86-6,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.968,0
177,Delta,1/9/2025,1352428-78-4,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.971,0
178,Delta,1/9/2025,2042201-18-1,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.962,0
179,Delta,1/9/2025,60804-75-3,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.946162524,1
180,Delta,1/9/2025,94928-86-6,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.90430727,1
181,Delta,1/9/2025,1352428-78-4,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.903888089,1
182,Delta,1/9/2025,2042201-18-1,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.902599179,1
183,Delta,1/8/2025,60804-75-3,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.996852196,0
184,Delta,1/8/2025,94928-86-6,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.19804878,0
185,Delta,1/8/2025,1352428-78-4,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.661421078,0
186,Delta,1/8/2025,2042201-18-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.829812556,0
187,Delta,1/8/2025,60804-75-3,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.99642295,0
188,Delta,1/8/2025,94928-86-6,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.581463415,0
189,Delta,1/8/2025,1352428-78-4,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.819980925,0
190,Delta,1/8/2025,2042201-18-1,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.811960726,0
191,Delta,1/8/2025,60804-75-3,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.99642295,0
192,Delta,1/8/2025,94928-86-6,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.277073171,0
193,Delta,1/8/2025,1352428-78-4,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.689318073,0
194,Delta,1/8/2025,2042201-18-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.707825052,0
195,Delta,1/8/2025,60804-75-3,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.986836457,0
196,Delta,1/8/2025,94928-86-6,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.80195122,0
197,Delta,1/8/2025,1352428-78-4,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.796614211,0
198,Delta,1/8/2025,2042201-18-1,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.733412675,0
199,Delta crosscheck,1/15/2025,60804-75-3,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.987170831,0
200,Delta crosscheck,1/15/2025,94928-86-6,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.046783626,0
201,Delta crosscheck,1/15/2025,1352428-78-4,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.123199393,0
202,Delta crosscheck,1/15/2025,2042201-18-1,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.763779528,0
203,Delta crosscheck,1/15/2025,60804-75-3,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.943281567,0
204,Delta crosscheck,1/15/2025,94928-86-6,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.608836907,0
205,Delta crosscheck,1/15/2025,1352428-78-4,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.723654284,0
206,Delta crosscheck,1/15/2025,2042201-18-1,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.796150481,0
207,Alpha,1/8/2025,14323-06-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.788545341,0
208,Alpha,1/8/2025,1449110-90-0,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,0.499391391,0
209,Alpha,1/8/2025,14323-06-9,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.976551152,0
210,Alpha,1/8/2025,1449110-90-0,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.814540224,0
211,Alpha,1/8/2025,14323-06-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.800788545,0
212,Alpha,1/8/2025,1449110-90-0,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.24056656,0
213,Alpha,1/8/2025,14323-06-9,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.986719236,0
214,Alpha,1/8/2025,1449110-90-0,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.76961381,0
215,Alpha,1/8/2025,14323-06-9,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.767586636,0
216,Alpha,1/8/2025,1449110-90-0,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.507247981,0
217,Alpha,1/8/2025,14323-06-9,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.979871343,0
218,Alpha,1/8/2025,1449110-90-0,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.882372469,0
219,RXA131,1/10/2025,1109-15-5,None,0.5,Ethanol,GMT-oNF-2,0.195522762,30,21,DE,-0.039675383,0
220,RXA131,1/10/2025,1109-15-5,None,0.5,Ethanol,SS336,0.320534523,30,21,DE,0.681695221,0
221,RXA131,1/10/2025,1109-15-5,None,0.5,Ethanol,GMT-oNF-2,0.195522762,20,21,DE,0.088367899,0
222,RXA131,1/10/2025,1109-15-5,None,0.5,Ethanol,SS336,0.320534523,20,21,DE,0.632100992,0
223,RXA131,1/10/2025,1109-15-5,None,0.5,Ethanol,GMT-oNF-2,0.195522762,10,21,DE,0.07754734,0
224,RXA131,1/10/2025,1109-15-5,None,0.5,Ethanol,SS336,0.320534523,10,21,DE,0.798917944,0
225,OC1,1/11/2025,632-69-9,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.96,0
226,OC1,1/11/2025,18531-99-2,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.948,0
227,OC1,1/11/2025,140924-50-1,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.954,0
228,OC1,1/11/2025,1416881-52-1,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.946,0
229,OC1,1/11/2025,632-69-9,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.94,1
230,OC1,1/11/2025,18531-99-2,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.929,1
231,OC1,1/11/2025,140924-50-1,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.946,1
232,OC1,1/11/2025,1416881-52-1,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.926,1
233,OC1,1/11/2025,632-69-9,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.95,0
