solute_smiles_1,solvent,membrane,solvent_smiles,solvent_viscosity,solvent_density,permeance,solute_diffusivity_1,solute_density_1,solute_mw_1,solute_solubility_1,solute_rejection_1,solute_molar_volume_1,solute_permeance_1,solute_cost_1
CC(O[Pd]([P](c1ccc(c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1)(C3CCCCC3)C4CCCCC4)(OC(C)=O)[P](c5ccc(c6c(C(C)C)cc(C(C)C)cc6C(C)C)cc5)(C7CCCCC7)C8CCCCC8)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.1766444710679997,10000,0.988414354,0.000905111131590769,1.744602204182283e-08,261180.612
CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8461280189560001,10000,0.960274418,0.0006508677068892308,6.06845377122285e-08,
CC(O[Pd]OC(C)=O)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.22393009467200004,10000,0.774361382,0.00017225391897846156,4.143502150642965e-07,
CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,Toluene,GMT-oNF-2,Cc1ccccc1,0.00059,867.0,9.472222222222224e-13,1e-09,1300,0.257939937704,10000,0.68544424,0.0001984153366953846,1.1876608669580677e-06,908.56238
CC1=C[C-](C)O[Rh+]([P](c2ccccc2)(c3ccccc3)c4ccccc4)([P](c5ccccc5)(c6ccccc6)c7ccccc7)O1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.726132382684,10000,0.955450908,0.0005585633712953846,6.837240977047123e-08,
CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6001628573500001,10000,0.973729498,0.000461663736423077,4.000668500425548e-08,103545.164
Cc1cc(C)c(N2CCN(C2=[Ru](Cl)(Cl)([P](C3CCCCC3)(C4CCCCC4)C5CCCCC5)=C6C=C(C7=CC=CC=C76)c8ccccc8)c9c(C)cc(C)cc9C)c(C)c1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.9483618914980001,10000,0.99010142,0.000729509147306154,1.4908878467228825e-08,621374.8059
Cc1c([P]([Pd](OC(C)=O)([P](c2c(C)cccc2)(c3c(C)cccc3)c4c(C)cccc4)OC(C)=O)(c5c(C)cccc5)c6c(C)cccc6)cccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.832206269276,10000,0.953105062,0.0006401586686738462,7.189546084069691e-08,232636.4235
Cl[Pd]([P](c1ccccc1)(c2ccccc2)c3ccccc3)(Cl)[P](c4ccccc4)(c5ccccc5)c6ccccc6,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7000234655800001,10000,0.975190536,0.0005384795889076924,3.7701505906227574e-08,58711.87059
Cl[Ru](=Cc1ccccc1OC(C)C(C)=O)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6541353831160001,10000,0.951813712,0.0005031810639353847,7.422416703664979e-08,
Cl[Ru]1([P](c2ccccc2)(c(c3c4c([P]1(c5ccccc5)c6ccccc6)ccc7ccccc47)ccc8c3cccc8)c9ccccc9)Cl,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.794039978944,10000,0.98310972,0.000610799983803077,2.554133041875808e-08,
COc1cc(c2cc(OC)cc(C(C)(C)C)c2O[P]34Oc5c(c6c(O3)cccc6)cccc5)c(O[P]7(Oc8c(c9c(O7)cccc9)cccc8)[Rh+]4%10O[C-](C=C(C)O%10)C)c(C(C)(C)C)c1,Toluene,GMT-oNF-2,Cc1ccccc1,0.00059,867.0,9.472222222222224e-13,1e-09,1300,0.9882012500919999,10000,0.927527926,0.0007601548077630769,2.120634743122684e-07,
COc1c(c2c(OC)cccc2[P](c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)([Ir+][P]4(c5cc(C(C)(C)C)c(OC)c(C(C)(C)C)c5)c6cc(C(C)(C)C)c(OC)c(C(C)(C)C)c6)c7cc(C(C)(C)C)c(OC)c(C(C)(C)C)c7)c4ccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.34369319212809,10000,0.94723158,0.0010336101477908383,8.036573767037752e-08,
O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.OP(O)(O)=O,Toluene,DM300,Cc1ccccc1,0.00059,867.0,7.222222222222223e-13,1e-09,1300,2.8992155606100014,10000,1.0,0.0022301658158538473,0.0,12197.85882
O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.758040187956,10000,0.9428336000000002,0.0005831078368892308,8.8239396364713e-08,
O=C(C)O[Pd]1([P](c2ccccc2)(c3ccccc3)CCC[P](c4ccccc4)1c5ccccc5)OC(C)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6360810687640001,10000,0.9188204599999998,0.0004892931298184616,1.2749233382911638e-07,
O=C(O[Pd]([P]1(c2ccccc2)c3ccccc3)(OC(C)=O)[P](c4ccccc4)(C5=C1C=CC=C5)c6ccccc6)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6700654187,10000,0.92655077,0.0005154349374615385,1.1468666322866244e-07,
O=C[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([H])([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.9191894800139999,10000,0.9875835,0.00070706883078,1.87235050470727e-08,154624.9412
C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.655159949168,10000,0.96839794,0.0005039691916676923,4.823106927089519e-08,1503683.012
CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7692876751000899,10000,0.982045172,0.0005917597500769922,2.7170523275968822e-08,2365517.647
CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.97722475710809,10000,0.98224852,0.0007517113516216077,2.681880910183954e-08,2230621.059
FC(C(C=C1)=C[N]2=C1C3=CC=CC=[N]3[Ir+]245([N]6=CC=CC=C6C7=C5C=C(C(F)(F)F)C=C7)[N]8=C(C9=C4C=C(C(F)(F)F)C=C9)C=CC=C8)(F)F,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8611246284720899,10000,0.99128408,0.0006624035603631461,1.3125175525632242e-08,1808468.588
Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8772311442280901,10000,0.912150252,0.0006747931878677616,1.3709455940734657e-07,1466727.059
FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.80526883147609,10000,0.9786608,0.0006194375626739154,3.233471388301348e-08,
CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.76928767510009,10000,0.98184735,0.0005917597500769923,2.747255959774999e-08,
n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.57010949690818,10000,0.6941735099999999,0.00043854576685244616,5.593211692721113e-07,240674.0
n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6421094969081801,10000,0.771374828,0.0004939303822370616,3.9224851286605756e-07,728518.4824
CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.[O-][W](=O)(=O)[O-].[O-][W](=O)(=O)[O-],Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.4650002799679993,10000,1.0,0.0011269232922830764,0.0,2953060.518
c1(/C2=N/C3=N/C(c4ccccc43)=N\5)ccccc1/C(N2)=N/C6=N/C(c7ccccc76)=N\C8=c(cccc9)c9=C5N8,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.5141654425760002,10000,0.7747600459999999,0.0003955118789046155,3.926442717396759e-07,34153.13882
c1(c(cccc1)c2n3[Cu]45[N](C(c6ccccc67)=N8)=C7N=2)c3=NC9=[N]4C(c%10ccccc%109)=Nc%11n5c8c%12c%11cccc%12,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.5750793900120003,10000,0.785561186,0.00044236876154769253,3.678233139445843e-07,200946.7706
Cl[Ru]1(Cl)[P](c(c2c3c([P]1(c4ccccc4)c5ccccc5)ccc6c3cccc6)ccc7c2cccc7)(c8ccccc8)c9ccccc9,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.794039978944,10000,0.98310974,0.000610799983803077,2.554129992913436e-08,
CC[C@@H]1[P]2([C@H](CC1)CC)c3c([P]4([C@H](CC[C@@H]4CC)CC)[Rh+]2)cccc3.O=[S-](OC(F)(F)F)=O.C5/C=C\CC/C=C\C5,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.722180653316,10000,0.957390514,0.0005555235794738461,6.533498102558473e-08,
CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)c(CN(C4CCCCC4)C5CCCCC5)c(C)c(CN(C6CCCCC6)C7CCCCC7)c3C)c8c(C)c(CN(C9CCCCC9)C%10CCCCC%10)c(C)c(CN(C%11CCCCC%11)C%12CCCCC%12)c8C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.39887266744,10000,0.99473201,0.0010760558980307693,7.913312565770823e-09,
Cl[Ru]Cl,Toluene,DM300,Cc1ccccc1,0.00059,867.0,7.222222222222223e-13,1e-09,1300,0.17184205466,10000,0.350939342,0.00013218619589230768,3.146504345832163e-06,
I[Pd](I)(=C1N(Cc2ccccc2)C=CN1Cc3ccccc3)=C4N(Cc5ccccc5)C=CN4Cc6ccccc6,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8559751290239999,10000,0.97722185,0.0006584424069415384,3.452150971338605e-08,286854.0235
Cl[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.9241477680100001,10000,0.99080324,0.0007108828984692308,1.384899429401948e-08,279960.6871
CC(C)(c1cc(C(C)(C)C)c2c(C=[N]3[C@H]4CCCC[C@@H]4[N]5=Cc6c(O[Co]5(OC(C)=O)3O2)c(C(C)(C)C)cc(C(C)(C)C)c6)c1)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6623493782399998,10000,0.8665715820000001,0.0005094995217230768,2.156703478732136e-07,38497.30353
Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.490181767152,10000,0.893134182,0.00037706289780923077,1.7193795284883194e-07,
Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.534131251572,10000,0.8985817880000001,0.0004108701935169231,1.6212504588825442e-07,
Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.57005656664,10000,0.9236722700000002,0.0004385050512615385,1.1987184446106925e-07,
Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.530119166896,10000,0.91037114,0.0004077839745353846,1.4222323694263303e-07,
[H][Ru]12(Cl)(C=O)[N]3=C(N[P](C(C)(C)C)2C(C)(C)C)C=CC=C3N[P](C(C)(C)C)1C(C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.564161338236,10000,0.8966627880000001,0.00043397026018153847,1.650930775945107e-07,
[H][Ru]12(C=O)(n3c(c4n2cccc4)cccc3N[P]1(C(C)(C)C)C(C)(C)C)Cl,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.482070201126,10000,0.760069618,0.00037082323163538464,4.249749463651187e-07,
CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.51022054739609,10000,0.93558241,0.0003924773441508385,1.0065781854314144e-07,
[Pd].O=C(/C=C/c1ccccc1)\C=C\c2ccccc2.O=C(/C=C/c3ccccc3)\C=C\c4ccccc4,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.574112416136,10000,0.949737076,0.00044162493548923073,7.768171575897623e-08,62370.58824
Cl[Pt]([S](C)C)(Cl)=C1N(c2c(C(C)C)cccc2C(C)C)CCN1c3c(C(C)C)cccc3C(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.717225016868,10000,0.964323294,0.0005517115514369231,5.451218302038392e-08,
O=C(/C=C/c1ccccc1)/C=C/c2ccccc2.O=C(/C=C/c3ccccc3)/C=C/c4ccccc4.O=C(/C=C/c5ccccc5)/C=C/c6ccccc6.[Pd].[Pd],Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.9141203672040001,10000,0.974319914,0.0007031695132338463,3.894699734315659e-08,81746.86306
[H][Rh]([C]=O)([C]=O)[C]=O,Toluene,DM300,Cc1ccccc1,0.00059,867.0,7.222222222222223e-13,1e-09,1300,0.187898072892,10000,0.759949086,0.0001445369791476923,6.51366948476468e-07,
CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O.O=[W]([O-])([O-])=O,Toluene,DM300,Cc1ccccc1,0.00059,867.0,7.222222222222223e-13,1e-09,1300,3.448453774686563,10000,1.0,0.0026526567497588945,0.0,2953060.518
Cl[Ru]12([P](C3CCCCC3)(CC(OC(C)(C)O4)C4C[P]1(C5CCCCC5)C6CCCCC6)C7CCCCC7)([N]8=C(NC9=C8C=CC=C9)C(C)[NH2]2)Cl,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8553129063039998,10000,0.98664334,0.0006579330048492306,2.015636300569542e-08,
Cl[Ru]1([N]2=C(C(C3=CC=CC=C3)(O1)C4=CC=CC=C4)C=CC=C2)(=CC5=CC=CC=C5)=C6N(CCN6C7=C(C=C(C=C7C)C)C)C8=C(C=C(C=C8C)C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7932372900720001,10000,0.975381828,0.0006101825308246154,3.7366660727492224e-08,
Cl[Ru](Cl)([P](C1CCCCC1)(C2CCCCC2)C3CCCCC3)([P](C4CCCCC4)(C5CCCCC5)C6CCCCC6)=Cc7ccccc7,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.822352980224,10000,0.99668526,0.0006325792155569231,4.979783700372025e-09,
CC(C)c1c(N2/C(N(c3c(C(C)C)cccc3C(C)C)C=C2)=[Au]/OS(=O)(C(F)(F)F)=O)c(C(C)C)ccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.734206442372,10000,0.956248368,0.0005647741864399999,6.710920833748918e-08,
O=S(O/[Au]=C1N(c2c(C(c3ccccc3)c4ccccc4)cccc2C(c5ccccc5)c6ccccc6)C=CN\1c7c(C(c8ccccc8)c9ccccc9)cccc7C(c%10ccccc%10)c%11ccccc%11)(C(F)(F)F)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.230331642884,10000,0.996512512,0.0009464089560646154,5.237038432609187e-09,
CC(C)c1c(N2/C(N(c3c(C(C)C)cccc3C(C)C)C=C2)=[Au]\O)c(C(C)C)ccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.602257157504,10000,0.929718072,0.00046327473654153844,1.098277611779775e-07,
CC(C)c1c(N2/C(N(c3c(C(C)C)cccc3C(C)C)C=C2)=[Au]\CC(C)=O)c(C(C)C)ccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.642288457632,10000,0.942755952,0.0004940680443323077,8.865619489094107e-08,
CC(C)c1c(N2/C(N(c3c(C(C)C)cccc3C(C)C)CC2CC45CC6CC(CC(C5)C6)C4)=[Au]/CC(C)=O)c(C(C)C)ccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7924293082080001,10000,0.959622062,0.0006095610063138461,6.175895452957796e-08,
CC(C)c1c(N2/C(N(c3c(C(C)C)cccc3C(C)C)C=C2)=[Au]/[O+](/[Au]=C4N(c5c(C(C)C)cccc5C(C)C)C=CN/4c6c(C(C)C)cccc6C(C)C)[H])c(C(C)C)ccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.18751102677609,10000,0.990767812,0.0009134700205969923,1.3890710888248127e-08,
O[Fe]12(n3c(c4n1c(N[P]2(C(C)(C)C)C(C)(C)C)ccc4)cccc3)O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.40512685126599995,10000,0.71148328,0.0003116360394353846,5.395049687354637e-07,
CCCCCCCC[P](CCCCCCCC)(CCCCCCCC)[Co]([C]=O)([C]=O)[C]=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.5132907771219999,10000,0.924255424,0.0003948390593246153,1.1921506163952452e-07,
CC1(C)c2c(Oc3c1cccc3[P](c4ccccc4)(c5ccccc5)[Pd+]67O[C-](C)C=C(O7)C)c([P]6(c8ccccc8)c9ccccc9)ccc2,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7831409293679998,10000,0.949489626,0.000602416099513846,7.765689132085955e-08,
CC(Oc1c(C=[Ru](Cl)(Cl)=C2N(c3c(C)cc(C)cc3C)C(CC(CCCC)CC)CN2c4c(C)cc(C)cc4C)cccc1)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7382656690080001,10000,0.967538952,0.0005678966684676924,4.949940593600625e-08,
CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(OCC45CC6CC(CC(C5)C6)C4)cc3C)c7c(C)cc(OCC89CC%10CC(CC(C9)C%10)C8)cc7C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.926349398632,10000,0.975576746,0.0007125764604861539,3.7016362887203784e-08,
CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(OCCOCCOC)cc3C)c4c(C)cc(OCCOCCOC)cc4C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8342351567280001,10000,0.952491732,0.0006417193513292308,7.28537286568252e-08,
CC(C)Oc1ccc(c2c(C)cccc2)cc1C=[Ru](Cl)(Cl)=C3N(CCN3c4c(C)cc(C)cc4C)c5c(C)cc(C)cc5C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7161874186880001,10000,0.964442202,0.0005509133989907692,5.432809936370254e-08,
CC(C)Oc1ccc(c2cc(C(C)(C)C)c(OCCCC)c(C(C)(C)C)c2)cc1C=[Ru](Cl)(Cl)=C3N(CCN3c4c(C)cc(C)cc4C)c5c(C)cc(C)cc5C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8863544840119999,10000,0.96679296,0.0006818111415476922,5.0545699261817277e-08,
O=C(C(F)(F)F)O[Pd]OC(C(F)(F)F)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.3318735638,10000,0.80487972,0.0002552873567692308,3.416117439567521e-07,46934.11765
