,solute_smiles_1,solvent,membrane,solvent_smiles,solvent_viscosity,solvent_density,permeance,solute_diffusivity_1,solute_density_1,solute_mw_1,solute_solubility_1,solute_rejection_1,solute_molar_volume_1,solute_permeance_1,solute_cost_1,bnf_binary_energy,bnf_binary_recovery,bnf_binary_no_stages,bnf_binary_total_area,bnf_binary_productivity,bnf_binary_cost_EUR,bnf_binary_cost_USA,bnf_binary_cost_IND,bnf_binary_cost_CHN,bnf_binary_cost_membrane,bnf_binary_cost_waste
10,O=C([O-][Pd]([P](c1ccccc1)(c2ccccc2)c3ccccc3)[P](c4ccccc4)(c5ccccc5)c6ccccc6)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.68909961313591,10000,0.94996828,0.0005300766254891,7.707722239303102e-08,,4359362.574727106,0.8096164758506746,2,600.0,0.004663390900899887,,,,,2.446226759770256,
11,c1([P](c2ccccc2)([Pd][P](c3ccccc3)(c4ccccc4)c5ccccc5)c6ccccc6)ccccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.63008576022,10000,0.964088124,0.0004846813540153,5.496542326896512e-08,,4111842.6404958954,0.858352829445883,2,600.0,0.004944112297608287,,,,,2.3073326264391083,
12,CC(O[Pd]([P](c1ccc(c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1)(C3CCCCC3)C4CCCCC4)(OC(C)=O)[P](c5ccc(c6c(C(C)C)cc(C(C)C)cc6C(C)C)cc5)(C7CCCCC7)C8CCCCC8)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.1766444710679995,10000,0.988414354,0.0009051111315907,1.744602204182283e-08,261180.612,3710092.4337158394,0.9513002243911759,2,600.0,0.0054794892924931735,3345.190003552536,3344.877737439365,3344.847850583649,3344.8179637279327,2.0818932210851897,3342.645379358468
13,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8461280189560001,10000,0.960274418,0.0006508677068892,6.06845377122285e-08,,4177652.803715418,0.8448312797959134,2,600.0,0.004866228171624462,,,,,2.344261553449159,
14,CC(O[Pd]OC(C)=O)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.223930094672,10000,0.774361382,0.0001722539189784,4.143502150642965e-07,,12610560.854301501,0.27987746187371115,3,2520.0,0.0015353277908500727,,,,,7.430147282577525,
15,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,Toluene,GMT-oNF-2,Cc1ccccc1,0.00059,867.0,9.472222222222224e-13,1e-09,1300,0.257939937704,10000,0.68544424,0.0001984153366953,1.1876608669580675e-06,908.56238,20236638.062094472,0.17440702125897448,3,2520.0,0.0018125042056932666,277.6225140281611,275.91926365793483,275.75624629576794,275.5932289336011,6.293895251231747,268.80466030751813
16,CC1=C[C-](C)O[Rh+]([P](c2ccccc2)(c3ccccc3)c4ccccc4)([P](c5ccccc5)(c6ccccc6)c7ccccc7)O1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.726132382684,10000,0.955450908,0.0005585633712953,6.837240977047124e-08,,4261982.588064482,0.8281150126210896,2,600.0,0.004769942472697476,,,,,2.39158264032463,
17,CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6001628573500001,10000,0.973729498,0.000461663736423,4.0006685004255485e-08,103545.164,3948928.025468806,0.893764520888395,2,600.0,0.0051480836403171555,3079.6291014531553,3079.2967333443453,3079.264922535251,3079.233111726157,2.2159141944996903,3076.9206681799237
18,Cc1cc(C)c(N2CCN(C2=[Ru](Cl)(Cl)([P](C3CCCCC3)(C4CCCCC4)C5CCCCC5)=C6C=C(C7=CC=CC=C76)c8ccccc8)c9c(C)cc(C)cc9C)c(C)c1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.948361891498,10000,0.99010142,0.0007295091473061,1.4908878467228825e-08,621374.8059,3683359.8046763167,0.9582044524200473,2,600.0,0.005519257645939472,6778.402825625669,6778.092809508776,6778.063137999237,6778.0334664897,2.0668923875012606,6775.8765364180845
19,Cc1c([P]([Pd](OC(C)=O)([P](c2c(C)cccc2)(c3c(C)cccc3)c4c(C)cccc4)OC(C)=O)(c5c(C)cccc5)c6c(C)cccc6)cccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.832206269276,10000,0.953105062,0.0006401586686738,7.189546084069691e-08,232636.4235,4303458.400300275,0.8201338171317323,2,600.0,0.004723970786678778,12758.011992393991,12757.6497846453,12757.615117897076,12757.580451148851,2.414856511225527,12755.06039898784
20,Cl[Pd]([P](c1ccccc1)(c2ccccc2)c3ccccc3)(Cl)[P](c4ccccc4)(c5ccccc5)c6ccccc6,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7000234655800001,10000,0.975190536,0.0005384795889076,3.770150590622757e-08,58711.87059,3924667.7316799136,0.8992893172118686,2,600.0,0.005179906467140363,1646.4655110984738,1646.135184897724,1646.1035695187745,1646.0719541398248,2.202300695083439,1643.7737171224114
21,Cl[Ru](=Cc1ccccc1OC(C)C(C)=O)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6541353831160001,10000,0.951813712,0.0005031810639353,7.422416703664979e-08,,4326399.827298126,0.8157849264038155,2,600.0,0.004698921176085977,,,,,2.4277299374816526,
22,Cl[Ru]1([P](c2ccccc2)(c(c3c4c([P]1(c5ccccc5)c6ccccc6)ccc7ccccc47)ccc8c3cccc8)c9ccccc9)Cl,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.794039978944,10000,0.98310972,0.000610799983803,2.5541330418758084e-08,,3795086.9363824646,0.9299949708319917,2,600.0,0.005356771031992272,,,,,2.129587310138904,
23,COc1cc(c2cc(OC)cc(C(C)(C)C)c2O[P]34Oc5c(c6c(O3)cccc6)cccc5)c(O[P]7(Oc8c(c9c(O7)cccc9)cccc8)[Rh+]4%10O[C-](C=C(C)O%10)C)c(C(C)(C)C)c1,Toluene,GMT-oNF-2,Cc1ccccc1,0.00059,867.0,9.472222222222224e-13,1e-09,1300,0.988201250092,10000,0.927527926,0.000760154807763,2.120634743122684e-07,,4822121.690723245,0.7319209242470454,2,600.0,0.007986721125383761,,,,,1.4283347864487108,
24,COc1c(c2c(OC)cccc2[P](c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)([Ir+][P]4(c5cc(C(C)(C)C)c(OC)c(C(C)(C)C)c5)c6cc(C(C)(C)C)c(OC)c(C(C)(C)C)c6)c7cc(C(C)(C)C)c(OC)c(C(C)(C)C)c7)c4ccc1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.34369319212809,10000,0.94723158,0.0010336101477908,8.036573767037752e-08,,4408645.591517447,0.8005659995661085,2,600.0,0.004611260157500786,,,,,2.473881590587416,
25,O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.OP(O)(O)=O,Toluene,DM300,Cc1ccccc1,0.00059,867.0,7.222222222222223e-13,1e-09,1300,2.8992155606100014,10000,1.0,0.0022301658158538,0.0,12197.85882,3529411.7647065907,0.9999999999997992,2,600.0,0.00831999999999833,1.8113152633050567,1.5142564397755853,1.4858250672265598,1.4573936946775345,1.3711191842611432,6.124524944246654e-10
26,O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.758040187956,10000,0.9428336000000002,0.0005831078368892,8.8239396364713e-08,,4488544.831791529,0.7863153643264771,2,600.0,0.004529176498520508,,,,,2.518716507686738,
27,O=C(C)O[Pd]1([P](c2ccccc2)(c3ccccc3)CCC[P](c4ccccc4)1c5ccccc5)OC(C)=O,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6360810687640001,10000,0.9188204599999998,0.0004892931298184,1.2749233382911638e-07,,4944050.821097774,0.7138704460004344,2,600.0,0.004111893768962502,,,,,2.7743206060327705,
28,O=C(O[Pd]([P]1(c2ccccc2)c3ccccc3)(OC(C)=O)[P](c4ccccc4)(C5=C1C=CC=C5)c6ccccc6)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6700654187,10000,0.92655077,0.0005154349374615,1.1468666322866246e-07,,4793878.266210846,0.7362330807568844,2,600.0,0.004240702545159654,,,,,2.6900522947715833,
29,O=C[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([H])([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.919189480014,10000,0.9875835,0.00070706883078,1.87235050470727e-08,154624.9412,3723309.1380080297,0.9479233751173608,2,600.0,0.005460038640675998,2126.234060227081,2125.9206817079653,2125.8906883843533,2125.860695060742,2.089309685112055,2123.680371152256
30,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.655159949168,10000,0.96839794,0.0005039691916676,4.8231069270895194e-08,1503683.012,4038413.828788793,0.873959904640191,2,600.0,0.0050340090507275,54217.02758426405,54216.687684433455,54216.6551527665,54216.622621099545,2.2661285464716863,54214.257775770595
31,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.7692876751000899,10000,0.982045172,0.0005917597500769,2.7170523275968826e-08,2365517.647,3812317.6345453956,0.9257916320308792,2,600.0,0.005332559800497864,47405.615021382204,47405.29415131463,47405.26344097813,47405.23273064163,2.1392561996183077,47403.00028445539
32,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.97722475710809,10000,0.98224852,0.0007517113516216,2.681880910183954e-08,2230621.059,3809024.077879998,0.9265921381810377,2,600.0,0.005337170715922777,44182.00806162359,44181.687468763696,44181.65678495862,44181.62610115355,2.137408042620213,44179.39558363347
33,FC(C(C=C1)=C[N]2=C1C3=CC=CC=[N]3[Ir+]245([N]6=CC=CC=C6C7=C5C=C(C(F)(F)F)C=C7)[N]8=C(C9=C4C=C(C(F)(F)F)C=C9)C=CC=C8)(F)F,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8611246284720899,10000,0.99128408,0.0006624035603631,1.3125175525632242e-08,1808468.588,3664706.485914316,0.9630817033428316,2,600.0,0.00554735061125471,17333.74811333412,17333.43966720489,17333.410145958198,17333.380624711503,2.056425204115628,17331.23461779329
34,Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8772311442280901,10000,0.912150252,0.0006747931878677,1.3709455940734657e-07,1466727.059,5076433.955801708,0.6952541479776805,2,600.0,0.00400466389235144,160728.51610651685,160728.08883999224,160728.0479464965,160728.0070530007,2.848606504740176,160725.03435588817
35,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.80526883147609,10000,0.9786608,0.0006194375626739,3.233471388301348e-08,,3867486.0829977626,0.9125855113537131,2,600.0,0.005256492545397388,,,,,2.170213600519433,
36,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.76928767510009,10000,0.98184735,0.0005917597500769,2.7472559597749992e-08,,3815526.034463617,0.9250131522695911,2,600.0,0.005328075757072844,,,,,2.141056571484942,
37,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.57010949690818,10000,0.6941735099999999,0.0004385457668524,5.593211692721113e-07,240674.0,18747395.150503755,0.1882614483970614,3,2520.0,0.0010327485169210227,64871.446551359964,64869.86864560146,64869.7176249183,64869.56660423515,11.045972399031587,64858.06236217688
38,n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6421094969081801,10000,0.771374828,0.000493930382237,3.922485128660576e-07,728518.4824,12806196.19725295,0.2756018813348318,3,2520.0,0.0015118731776082204,119687.52969333415,119686.45183848754,119686.34867746262,119686.24551643769,7.545415701532183,119678.38706038467
39,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.[O-][W](=O)(=O)[O-].[O-][W](=O)(=O)[O-],Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.4650002799679993,10000,1.0,0.001126923292283,0.0,2953060.518,3529411.764706509,0.9999999999998224,2,600.0,0.005759999999998977,2.4207016979508436,2.1236428744213787,2.0952115018723543,2.0667801293233294,1.9805054883771613,1.3114223120782696e-07
40,c1(/C2=N/C3=N/C(c4ccccc43)=N\5)ccccc1/C(N2)=N/C6=N/C(c7ccccc76)=N\C8=c(cccc9)c9=C5N8,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.5141654425760002,10000,0.7747600459999999,0.0003955118789046,3.926442717396759e-07,34153.13882,12585641.3640914,0.2804316174760699,3,2520.0,0.001538367730154441,5486.1490632343775,5485.0897717529,5484.988387419689,5484.887003086478,7.415464709406749,5477.163889365949
41,c1(c(cccc1)c2n3[Cu]45[N](C(c6ccccc67)=N8)=C7N=2)c3=NC9=[N]4C(c%10ccccc%109)=Nc%11n5c8c%12c%11cccc%12,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.5750793900120003,10000,0.785561186,0.0004423687615476,3.678233139445843e-07,200946.7706,11904681.651880933,0.2964725868287488,3,2520.0,0.0016263639048891365,29811.33071345271,29810.32873608034,29810.232837255924,29810.136938431504,7.014242986306344,29802.83169211593
42,Cl[Ru]1(Cl)[P](c(c2c3c([P]1(c4ccccc4)c5ccccc5)ccc6c3cccc6)ccc7c2cccc7)(c8ccccc8)c9ccccc9,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.794039978944,10000,0.98310974,0.000610799983803,2.554129992913436e-08,,3795086.6132057267,0.9299950500272172,2,600.0,0.005356771488156772,,,,,2.129587128790468,
43,CC[C@@H]1[P]2([C@H](CC1)CC)c3c([P]4([C@H](CC[C@@H]4CC)CC)[Rh+]2)cccc3.O=[S-](OC(F)(F)F)=O.C5/C=C\CC/C=C\C5,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.722180653316,10000,0.957390514,0.0005555235794738,6.533498102558473e-08,,4227919.421166085,0.834786904177197,2,600.0,0.004808372568060655,,,,,2.3724683251097276,
44,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)c(CN(C4CCCCC4)C5CCCCC5)c(C)c(CN(C6CCCCC6)C7CCCCC7)c3C)c8c(C)c(CN(C9CCCCC9)C%10CCCCC%10)c(C)c(CN(C%11CCCCC%11)C%12CCCCC%12)c8C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,1.39887266744,10000,0.99473201,0.0010760558980307,7.913312565770823e-09,,3610729.538398756,0.9774788521743073,2,600.0,0.0056302781885240105,,,,,2.02613640588885,
45,Cl[Ru]Cl,Toluene,DM300,Cc1ccccc1,0.00059,867.0,7.222222222222223e-13,1e-09,1300,0.17184205466,10000,0.350939342,0.0001321861958923,3.146504345832163e-06,,2922508427.1523247,0.0012076652138672944,7,368760.0,9.416723328539722e-06,,,,,1211.4311119746417,
46,I[Pd](I)(=C1N(Cc2ccccc2)C=CN1Cc3ccccc3)=C4N(Cc5ccccc5)C=CN4Cc6ccccc6,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.8559751290239999,10000,0.97722185,0.0006584424069415,3.452150971338605e-08,286854.0235,3891122.5102484715,0.9070420567355789,2,600.0,0.005224562246796935,7352.206727864952,7351.879225053673,7351.847879900119,7351.816534746564,2.183477021456533,7349.537941397079
47,Cl[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.92414776801,10000,0.99080324,0.0007108828984692,1.3848994294019481e-08,279960.6871,3672281.9787291796,0.9610949772237429,2,600.0,0.0055359070688087595,2835.713423932354,2835.4043401991444,2835.374757927649,2835.3451756561535,2.060676140559777,2833.1947326227805
48,CC(C)(c1cc(C(C)(C)C)c2c(C=[N]3[C@H]4CCCC[C@@H]4[N]5=Cc6c(O[Co]5(OC(C)=O)3O2)c(C(C)(C)C)cc(C(C)(C)C)c6)c1)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.6623493782399998,10000,0.8665715820000001,0.000509499521723,2.156703478732136e-07,38497.30353,7708425.239953603,0.4578641752160427,3,2520.0,0.002511712046899434,2854.4331707088218,2853.784378251126,2853.7222826033594,2853.6601869555934,4.541807102104954,2848.929951680956
49,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.490181767152,10000,0.893134182,0.0003770628978092,1.7193795284883196e-07,,6639956.29805572,0.531541414773972,3,2520.0,0.0029158843324743606,,,,,3.91226479253725,
50,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.534131251572,10000,0.8985817880000001,0.0004108701935169,1.6212504588825442e-07,,5353483.583257359,0.6592738559512665,2,600.0,0.0037974174102792958,,,,,3.004071025263298,
51,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.57005656664,10000,0.9236722700000002,0.0004385050512615,1.1987184446106925e-07,,4849386.868406129,0.7278057743134673,2,600.0,0.004192161260045571,,,,,2.7212005706398834,
52,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.530119166896,10000,0.91037114,0.0004077839745353,1.4222323694263305e-07,,5112082.564297277,0.6904058610780764,2,600.0,0.0039767377598097205,,,,,2.868610479760742,
53,[H][Ru]12(Cl)(C=O)[N]3=C(N[P](C(C)(C)C)2C(C)(C)C)C=CC=C3N[P](C(C)(C)C)1C(C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.564161338236,10000,0.8966627880000001,0.0004339702601815,1.650930775945107e-07,,5393556.563691257,0.6543755911387744,2,600.0,0.0037692034049593404,,,,,3.0265577066073672,
54,[H][Ru]12(C=O)(n3c(c4n2cccc4)cccc3N[P]1(C(C)(C)C)C(C)(C)C)Cl,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.482070201126,10000,0.760069618,0.0003708232316353,4.249749463651187e-07,,13563295.835855247,0.26021785614789195,3,2520.0,0.0014274808108684358,,,,,7.9914990984084175,
55,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,Toluene,SM122,Cc1ccccc1,0.00059,867.0,5e-13,1e-09,1300,0.51022054739609,10000,0.93558241,0.0003924773441508,1.0065781854314144e-07,,4622670.529178826,0.7635006091019966,2,600.0,0.0043977635084275005,,,,,2.5939802336323114,
