,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,id_original,loss_weight,rejection_mcmpnn_combi_v42c_fold0
23,5988,5988,Methanol,0.43,20.0,150,59.0,0.0,0,1,21.0,CO,CN(c1ccncc1)C,CN(c1ccncc1)C,organocatalyst,0.81,122.17099999999998,1.1476,122.17099999999998,1.1476,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.7189666327522726,0,0,0,0,5988,0.6264418578698769,0.8201865
24,5199,5199,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,C1=CC=C2C(=C1)C(=O)N(C2=O)O,C1=CC=C2C(=C1)C(=O)N(C2=O)O,Unknown,0.550154899,163.13199999999998,0.6718,163.13199999999998,0.6718,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.3459726451199824,0,0,0,0,5199,0.4815970968244018,0.598871
25,231,231,Ethanol,0.195522762,10.0,300,87.0,-8.0,0,0,21.0,C(C)O,CC[C@@H]1CN2CCC1CC2[C@H](Oc3c4ccccc4c(O[C@@H](C5CC6CCN5C[C@@H]6CC)c7c8cc(OC)ccc8ncc7)nn3)c9c%10cc(OC)ccc%10ncc9,CC[C@@H]1CN2CCC1CC2[C@H](Oc3c4ccccc4c(O[C@@H](C5CC6CCN5C[C@@H]6CC)c7c8cc(OC)ccc8ncc7)nn3)c9c%10cc(OC)ccc%10ncc9,organocatalyst,0.210231815,778.998,9.224400000000005,778.998,9.224400000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,GMT-oNF-2,0,1,DE,0.1019508119897379,0,0,0,0,231,0.2746644382482792,0.19399807
26,4871,4871,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.58,139.104,1.83648,139.104,1.83648,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.3757179041643316,0,0,0,0,4871,0.4837867813252514,0.5812384
27,3743,3743,Acetone,0.37,30.0,500,82.0,0.0,0,1,25.0,CC(=O)C,CCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCC(O)=O,Unknown,0.512,256.42999999999995,5.552300000000005,256.42999999999995,5.552300000000005,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.3106911408763798,0,0,0,0,3743,0.4571017711089747,0.60759693
28,5443,5443,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,FC1=CC=C(F)C([N+]([O-])=O)=C1,FC1=CC=C(F)C([N+]([O-])=O)=C1,Unknown,0.03659654,159.091,1.873,159.091,1.873,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.015741240169105,0,0,0,0,5443,0.2678138829854327,0.038405806
29,5914,5914,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,C1=CC(=C(C=C1[N+](=O)[O-])O)N,C1=CC(=C(C=C1[N+](=O)[O-])O)N,Unknown,0.649757297,154.125,0.8826000000000003,154.125,0.8826000000000003,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4543926893779736,0,0,0,0,5914,0.4613289390444122,0.6650727
30,4718,4718,2-Methyltetrahydrofuran,8.90717603,20.0,500,82.0,0.0,0,1,22.0,CC1CCCO1,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,Unknown,0.842382772,424.0880000000002,5.456800000000004,424.0880000000002,5.456800000000004,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.7996496441369876,0,0,0,0,4718,0.6692064764812958,0.8525797
31,2971,2971,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,Unknown,0.696270596,212.252,2.5211,212.252,2.5211,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.5160856377404907,0,0,0,0,2971,0.5754029168883376,0.7397057
32,4019,4019,Methyl tert-butyl ether,4.065274141,20.0,500,82.0,0.0,0,1,22.0,CC(C)(C)OC,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,Unknown,0.2891903,307.825,3.341500000000002,307.825,3.341500000000002,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1476360980576984,0,0,0,0,4019,0.3140586412069251,0.2771709
33,4146,4146,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,N#CC1=CC=C([N+]([O-])=O)C=C1,N#CC1=CC=C([N+]([O-])=O)C=C1,Unknown,0.58,148.121,1.46648,148.121,1.46648,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.3757179041643316,0,0,0,0,4146,0.4837867813252514,0.5824893
34,5001,5001,Ethyl acetate,2.439741329,20.0,500,82.0,0.0,0,1,22.0,O(C(C)=O)CC,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,Unknown,0.217741506,351.4530000000001,5.434200000000002,351.4530000000001,5.434200000000002,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1060948867401261,0,0,0,0,5001,0.2681887391268685,0.24360412
35,1020,1020,Ethanol,0.538615965,20.0,300,-1.0,0.0,1,1,21.0,C(C)O,FC(F)(c1cc(C(F)(F)F)cc(c(c2)c(O)c(c(c(O)c(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c4)c5c4cccc5)c6c2cccc6)c1)F,FC(F)(c1cc(C(F)(F)F)cc(c(c2)c(O)c(c(c(O)c(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c4)c5c4cccc5)c6c2cccc6)c1)F,organocatalyst,0.005227974,710.5140000000001,12.480399999999989,710.5140000000001,12.480399999999989,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,PMPerformance,1,0,CF,0.0018400784265806,0,0,0,0,1020,0.5707066174044091,0.036429793
36,4793,4793,2-propanol,0.11,30.0,220,-1.0,0.0,1,1,25.0,C(C)(C)O,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,Unknown,0.332,226.44799999999992,6.487600000000007,226.44799999999992,6.487600000000007,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.1745738822321769,0,0,0,0,4793,0.6580372731662516,0.34682125
37,4837,4837,n-Hexane,0.12,30.0,220,-1.0,0.0,1,1,25.0,C(CCC)CC,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,Unknown,0.6,226.44799999999992,6.487600000000007,226.44799999999992,6.487600000000007,0.5,nf10k,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.3968556273798176,0,0,0,0,4837,0.989529734084589,0.5025582
38,1479,1479,Ethyl acetate,2.03638048,30.0,300,-1.0,0.0,1,1,21.0,O(C(C)=O)CC,Oc(c([Si](c1ccccc1)(c2ccccc2)c3ccccc3)c4)c(c5c(O)c([Si](c6ccccc6)(c7ccccc7)c8ccccc8)cc9c5cccc9)c%10c4cccc%10,Oc(c([Si](c1ccccc1)(c2ccccc2)c3ccccc3)c4)c(c5c(O)c([Si](c6ccccc6)(c7ccccc7)c8ccccc8)cc9c5cccc9)c%10c4cccc%10,organocatalyst,0.530029133,803.1220000000002,7.826000000000009,803.1220000000002,7.826000000000009,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,0,0,0,PMPerformance,1,0,CF,0.3270059563370316,0,0,0,0,1479,1.0415811427527586,0.5509249
39,5478,5478,Toluene,0.96,30.0,220,-1.0,0.0,1,1,25.0,Cc1ccccc1,CC(C1=CC2=CC=C(C(C)C)C=C2C=C1)C,CC(C1=CC2=CC=C(C(C)C)C=C2C=C1)C,Unknown,0.843,212.336,5.086600000000003,212.336,5.086600000000003,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.8013429130455774,0,0,0,0,5478,1.290099390812783,0.8493745
40,768,768,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,-0.047153959,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0204250790534751,0,0,0,0,768,1.786202158694147,-0.19822961
41,2936,2936,2-propanol,0.322751323,20.0,300,87.0,-8.0,0,0,22.0,C(C)(C)O,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,Unknown,-0.049530686,254.332,4.673800000000004,254.332,4.673800000000004,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0214087426685134,0,0,0,0,2936,0.2678138829854327,-0.061641812
42,808,808,Ethanol,0.538615965,30.0,300,-1.0,0.0,1,1,21.0,C(C)O,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,-0.096577017,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,PMPerformance,1,0,CF,-0.0404350044353979,0,0,0,0,808,1.1282430820994855,-0.09983802
43,3966,3966,Methanol,1.61,10.0,150,59.0,0.0,0,1,21.0,CO,C1=CC=C(C=C1)C=CC2=CC=CC=C2,C1=CC=C(C=C1)C=CC2=CC=CC=C2,Unknown,0.72,180.25,3.857000000000003,180.25,3.857000000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5512936800949201,0,0,0,0,3966,0.5706203061785016,0.7399776
44,3652,3652,Methyl tert-butyl ether,4.065274141,20.0,500,82.0,0.0,0,1,22.0,CC(C)(C)OC,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,Unknown,0.131886295,197.024,2.736760000000001,197.024,2.736760000000001,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.060923401659885,0,0,0,0,3652,0.2567987478140308,0.14998537
45,5418,5418,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,Unknown,-0.036044637,222.287,3.527800000000002,222.287,3.527800000000002,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.0157974499141906,0,0,0,0,5418,0.2171579770709105,-0.044502854
46,3539,3539,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,C1=CC2=C(C=C1F)NC(=S)N2,C1=CC2=C(C=C1F)NC(=S)N2,Unknown,0.542660195,168.196,2.36459,168.196,2.36459,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.3388124243585896,0,0,0,0,3539,0.4972367764041716,0.55525607
47,2241,2241,2-Methyltetrahydrofuran,48.05898411,20.0,300,87.0,-8.0,0,0,22.0,CC1CCCO1,c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,Unknown,0.219360485,166.22299999999998,3.2578000000000014,166.22299999999998,3.2578000000000014,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.1069934934133073,0,0,0,0,2241,0.2807763996462608,0.19890526
