,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,id_original,loss_weight,rejection_mcmpnn_combi_v42a_fold2
10,2905,2905,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,Unknown,0.995727511,396.3580000000001,3.698800000000001,396.3580000000001,3.698800000000001,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,2.27798431765662,0,0,0,0,2905,0.777208625857852,0.9051322
11,2096,2096,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.060235428,139.104,1.83648,139.104,1.83648,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0265190459390818,0,0,0,0,2096,0.259995230922759,0.0030474663
12,3190,3190,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C[C@H]1/C=C/C=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,C[C@H]1/C=C/C=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,Unknown,1.0,785.8909999999998,6.157840000000006,785.8909999999998,6.157840000000006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0,3190,0.6514881953619788,0.9980808
13,1000,1000,Ethanol,0.02,20.0,150,59.0,0.0,0,1,21.0,C(C)O,Oc(c(c1ccccc1)c2)c(c3c(O)c(c4ccccc4)cc5c3cccc5)c6c2cccc6,Oc(c(c1ccccc1)c2)c(c3c(O)c(c4ccccc4)cc5c3cccc5)c6c2cccc6,organocatalyst,0.995879927,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,0,0,0,DM150,1,0,CF,2.290723846979024,0,0,0,0,1000,0.7424764239994686,1.0
14,2491,2491,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,Unknown,0.087115989,154.21199999999996,3.353600000000001,154.21199999999996,3.353600000000001,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0391089208735965,0,0,0,0,2491,0.260302828769987,0.06498736
15,4182,4182,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,Cc1ccc(I)cc1,Cc1ccc(I)cc1,Unknown,0.268358354,218.03700000000003,2.5996200000000007,218.03700000000003,2.5996200000000007,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1351083981012733,0,0,0,0,4182,0.254274949025139,0.2842635
16,965,965,Acetonitrile,0.177021216,20.0,150,59.0,0.0,0,1,21.0,C(C)#N,O=P1(O)Oc(c(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3)c(c4c(O1)c(c5c(C(C)C)cc(C(C)C)cc5C(C)C)cc6c4cccc6)c7c3cccc7,O=P1(O)Oc(c(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3)c(c4c(O1)c(c5c(C(C)C)cc(C(C)C)cc5C(C)C)cc6c4cccc6)c7c3cccc7,organocatalyst,0.991970086,752.9760000000002,15.60599999999996,752.9760000000002,15.60599999999996,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,0,0,0,DM150,1,0,CF,2.0443163858441142,0,0,0,0,965,0.7400489522286454,1.0
17,96,96,2-Methyltetrahydrofuran,1.8,20.0,300,-1.0,0.0,1,1,23.0,CC1CCCO1,CC1(c2c(Oc3c1cccc3[P](c4ccccc4)([Pd][P]5(c6ccccc6)c7ccccc7)c8ccccc8)c5ccc2)C,[Pd].O=C(/C=C/c1ccccc1)\C=C\c2ccccc2.O=C(/C=C/c3ccccc3)\C=C\c4ccccc4,metal_catalyst,0.983,685.052,7.632100000000009,575.0160000000003,7.962100000000007,0.01,cat,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,1,0,0,0,PMPerformance,1,0,CF,1.7447274948966935,0,0,0,0,96,3.5986607906533354,1.0
18,1389,1389,Ethyl acetate,2.03638048,30.0,300,-1.0,0.0,1,1,21.0,O(C(C)=O)CC,P(c1ccccc1)(c2ccccc2)CCP(c3ccccc3)c4ccccc4,P(c1ccccc1)(c2ccccc2)CCP(c3ccccc3)c4ccccc4,ligand,-0.786393693,398.426,5.252200000000005,398.426,5.252200000000005,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,0,0,0,PMPerformance,1,0,CF,-0.2522202211492467,1,0,0,0,1389,0.5412932669547185,0.014032245
19,5050,5050,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,[O-][N+](=O)c1ccccc1Cl,[O-][N+](=O)c1ccccc1Cl,Unknown,0.008343686,157.55599999999998,2.2482000000000006,157.55599999999998,2.2482000000000006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0032010906481509,0,0,0,0,5050,0.259995230922759,-0.039084554
20,3438,3438,n-Heptane,7.156084656,20.0,300,87.0,-8.0,0,0,22.0,CCCCCCC,CC1=CC(Br)=C(Br)C=C1C,CC1=CC(Br)=C(Br)C=C1C,Unknown,0.012000892,263.96000000000004,3.8284400000000014,263.96000000000004,3.8284400000000014,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0048041001023681,0,0,0,0,3438,0.260302828769987,-0.04225737
21,5361,5361,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,O=C(N1)C2=CC=CC=C2C1=O,O=C(N1)C2=CC=CC=C2C1=O,Unknown,0.64,147.13299999999995,0.5702,147.13299999999995,0.5702,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.442492798094342,0,0,0,0,5361,0.5215240945837478,0.6504836
22,4251,4251,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C=Cc1ccc(C(C)(C)C)cc1,C=Cc1ccc(C(C)(C)C)cc1,Unknown,0.87,160.26,3.627100000000002,160.26,3.627100000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.8827287043442358,0,0,0,0,4251,0.5809103075310976,0.9285333
23,806,806,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,-0.040342298,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0175935092389681,0,0,0,0,806,0.260302828769987,0.106149614
24,1219,1219,Ethyl acetate,0.022133376,10.0,150,59.0,0.0,0,1,21.0,O(C(C)=O)CC,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,metal_catalyst,0.858298651,603.7570000000002,9.4095,603.7570000000002,9.4095,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.8455719213458514,0,0,0,0,1219,10.108575929706534,0.8584994
25,4810,4810,Methanol,0.13,30.0,150,59.0,0.0,0,1,21.0,CO,C1=CC=C2C=CC=CC2=C1,C1=CC=C2C=CC=CC2=C1,Unknown,0.74,128.17399999999995,2.839800000000001,128.17399999999995,2.839800000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5833594926617189,0,0,0,0,4810,0.5836102963199084,0.673167
26,3236,3236,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,COC1=CC2=C(C=C1)N=CN2,COC1=CC2=C(C=C1)N=CN2,Unknown,0.704554954,148.16500000000002,1.5715,148.16500000000002,1.5715,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5280558029099787,0,0,0,0,3236,0.491089062155998,0.6428008
27,5312,5312,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Unknown,0.075793985,204.357,5.056800000000004,204.357,5.056800000000004,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0337615524331766,0,0,0,0,5312,0.259995230922759,0.12355411
28,5123,5123,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,C1(C2=CC=NC=C2)=CC=NC=C1,C1(C2=CC=NC=C2)=CC=NC=C1,Unknown,0.209351642,156.188,2.1436,156.188,2.1436,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.1014676846891141,0,0,0,0,5123,0.2663884759355976,0.12462944
29,4786,4786,Ethanol,0.244542261,20.0,500,82.0,0.0,0,1,22.0,C(C)O,CC1=CC(Br)=C(Br)C=C1C,CC1=CC(Br)=C(Br)C=C1C,Unknown,0.120478385,263.96000000000004,3.8284400000000014,263.96000000000004,3.8284400000000014,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0552599785269073,0,0,0,0,4786,0.259995230922759,0.018584788
30,1292,1292,Ethyl acetate,0.0725,30.0,300,59.0,-37.5,0,0,21.0,O(C(C)=O)CC,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.954138635,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.3291850652197672,0,0,0,0,1292,14.02812866630014,0.97139597
31,1503,1503,Methanol,0.083223803,10.0,300,87.0,-8.0,0,0,21.0,CO,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,metal_catalyst,0.818905917,694.6640000000001,5.103000000000002,694.6640000000001,5.103000000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.739704166023858,0,0,0,0,1503,5.338660211340108,0.84342134
32,5912,5912,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,FC1=CC=C(F)C([N+]([O-])=O)=C1,FC1=CC=C(F)C([N+]([O-])=O)=C1,Unknown,0.58,159.091,1.873,159.091,1.873,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.3757179041643316,0,0,0,0,5912,0.4842723735420516,0.47177297
33,777,777,Ethanol,1.482130186,10.0,300,-1.0,0.0,1,1,21.0,C(C)O,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,0.787634409,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.6708756169814971,0,0,0,0,777,1.7359588710297276,0.8495022
34,1780,1780,Dimethylformamide,1.30880794,10.0,500,59.0,-31.0,0,0,21.0,O=CN(C)C,O=P1(O)Oc(c(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3)c(c4c(O1)c(c5c(C(C)C)cc(C(C)C)cc5C(C)C)cc6c4cccc6)c7c3cccc7,O=P1(O)Oc(c(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3)c(c4c(O1)c(c5c(C(C)C)cc(C(C)C)cc5C(C)C)cc6c4cccc6)c7c3cccc7,organocatalyst,0.847342995,752.9760000000002,15.60599999999996,752.9760000000002,15.60599999999996,0.5,cat,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,0,1,0,0,0,0,0,DM500,1,0,CF,0.813447636100742,0,0,0,0,1780,1.0374428347274658,0.9017347
35,411,411,Petroleum ether,0.762989989,30.0,500,82.0,0.0,0,1,21.0,CCCCC,OC[C@H]1N(C(OC(C)(C)C)=O)CCC1,OC[C@H]1N(C(OC(C)(C)C)=O)CCC1,organocatalyst,-0.07486631,201.266,1.3781999999999996,201.266,1.3781999999999996,0.5,cat,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.0317583080993921,0,0,0,0,411,0.259995230922759,-0.033462346
36,3843,3843,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,C1=CC=C(C=C1)C(CO)O,C1=CC=C(C=C1)C(CO)O,Unknown,0.226755801,138.16599999999997,0.7122999999999999,138.16599999999997,0.7122999999999999,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1111220398965583,0,0,0,0,3843,0.2316886388781214,0.36566755
37,6220,6220,n-Heptane,7.156084656,20.0,300,87.0,-8.0,0,0,22.0,CCCCCCC,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,Unknown,-0.037649437,206.285,3.0732000000000017,206.285,3.0732000000000017,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0164689900338599,0,0,0,0,6220,0.260302828769987,0.04434815
38,3848,3848,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,CC1=C(N=C(C(=N1)C)C)C,CC1=C(N=C(C(=N1)C)C)C,Unknown,0.054166313,136.198,1.71028,136.198,1.71028,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0237262988862268,0,0,0,0,3848,0.259995230922759,-0.09695983
39,4725,4725,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,Unknown,0.707635028,261.23299999999995,1.4483,261.23299999999995,1.4483,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5325917424875077,0,0,0,0,4725,0.4927612553658658,0.8428515
40,6226,6226,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,C1=CC=C2C=C3C=CC=CC3=CC2=C1,C1=CC=C2C=C3C=CC=CC3=CC2=C1,Unknown,-0.082607459,178.23399999999995,3.993000000000002,178.23399999999995,3.993000000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0348719858326988,0,0,0,0,6226,0.260302828769987,-0.12350249
41,5585,5585,Ethanol,0.7,40.0,300,59.0,-37.5,0,0,25.0,C(C)O,CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,Unknown,0.83,198.39399999999995,5.707400000000006,198.39399999999995,5.707400000000006,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.767003889607846,0,0,0,0,5585,0.559194034352365,0.8004279
42,3288,3288,Ethanol,1.03,40.0,300,59.0,-37.5,0,0,25.0,C(C)O,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,Unknown,0.907,180.159,1.1955999999999996,180.159,1.1955999999999996,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.0268721464003014,0,0,0,0,3288,0.6009978602214253,0.86456865
43,884,884,Acetonitrile,0.51909254,20.0,300,59.0,-37.5,0,0,21.0,C(C)#N,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.990395184,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.9744968623551449,0,0,0,0,884,14.468813622980424,1.0
44,728,728,1-Heptanol,0.099610805,30.0,300,87.0,-8.0,0,0,21.0,CCCCCCCO,CC(C)c1c(c2c(OC)ccc(OC)c2P(C(C)(C)C)C(C)(C)C)c(C(C)C)cc(C(C)C)c1,CC(C)c1c(c2c(OC)ccc(OC)c2P(C(C)(C)C)C(C)(C)C)c(C(C)C)cc(C(C)C)c1,ligand,0.189147126,484.70500000000027,9.4452,484.70500000000027,9.4452,0.5,cat,116.2,2.7,6.8,820.0,10.9,16.0,5.3,5.3,141.4,0,0,0,1,0,0,0,0,GMT-oNF-2,0,1,DE,0.090522667555982,0,0,0,0,728,0.260302828769987,0.37326086
45,1422,1422,Ethyl acetate,0.170054086,10.0,300,-1.0,0.0,1,1,21.0,O(C(C)=O)CC,Oc(c(c1ccccc1)c2)c(c3c(O)c(c4ccccc4)cc5c3cccc5)c6c2cccc6,Oc(c(c1ccccc1)c2)c(c3c(O)c(c4ccccc4)cc5c3cccc5)c6c2cccc6,organocatalyst,0.593870961,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.3902679199058267,0,0,0,0,1422,1.395382061056608,0.592199
46,4171,4171,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,NC1=CC(C)=C(N)C=C1C,NC1=CC(C)=C(N)C=C1C,Unknown,1.0,136.198,1.46784,136.198,1.46784,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0,4171,0.6514881953619788,0.9805772
