,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,id_original,loss_weight,attn_weight_0_admpnn_combi_v42a_fold1,atom_attns_primary_admpnn_combi_v42a_fold1,rejection_admpnn_combi_v42a_fold1
10,2831,2831,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,Unknown,0.99685565,326.831,2.0298999999999987,326.831,2.0298999999999987,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.3825435745345445,0,0,0,0,2831,0.6550804812637465,1.0,"{'ligand_0': (1.0, 23)}",0.9712589
11,1424,1424,Ethyl acetate,0.170054086,10.0,300,-1.0,0.0,1,1,21.0,O(C(C)=O)CC,Oc(c([Si](c1ccccc1)(c2ccccc2)c3ccccc3)c4)c(c5c(O)c([Si](c6ccccc6)(c7ccccc7)c8ccccc8)cc9c5cccc9)c%10c4cccc%10,Oc(c([Si](c1ccccc1)(c2ccccc2)c3ccccc3)c4)c(c5c(O)c([Si](c6ccccc6)(c7ccccc7)c8ccccc8)cc9c5cccc9)c%10c4cccc%10,organocatalyst,0.707009467,803.1220000000002,7.826000000000009,803.1220000000002,7.826000000000009,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.5316666543907597,0,0,0,0,1424,1.6947660104163496,1.0,"{'ligand_0': (0.9999997019767761, 60)}",0.7717854
12,4076,4076,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,Unknown,0.99135746,336.231,4.508500000000002,336.231,4.508500000000002,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.015808550881082,1,0,0,0,4076,0.6520711317642648,1.0,"{'ligand_0': (0.9999999403953552, 23)}",0.9472799
13,2705,2705,Acetonitrile,0.82,40.0,150,59.0,0.0,0,1,25.0,C(C)#N,[Cl-].CN(C)C1=CC=C(C=C1)[C+](C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,[Cl-].CN(C)C1=CC=C(C=C1)[C+](C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Unknown,0.952,407.98900000000015,1.9077900000000008,407.98900000000015,1.9077900000000008,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,0,0,0,DM150,0,1,DE,1.309803919971486,0,0,0,0,2705,0.7216561966631467,1.0,"{'ligand_0': (0.9999998807907104, 29)}",0.9033601
14,2888,2888,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C(OCc1ccccc1)c2ccccc2,C(OCc1ccccc1)c2ccccc2,Unknown,0.46,198.265,3.403400000000002,198.265,3.403400000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2668027348934305,0,0,0,0,2888,0.3612408210080077,1.0,"{'ligand_0': (0.9999999403953552, 15)}",0.4718222
15,5356,5356,Ethanol,0.85,20.0,300,59.0,-37.5,0,0,22.0,C(C)O,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,Unknown,0.946770233,222.287,3.527800000000002,222.287,3.527800000000002,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.2657622615212414,1,0,0,0,5356,0.6276670007219155,1.0,"{'ligand_0': (0.9999998807907104, 17)}",0.92633545
16,5982,5982,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CC1=C(C(=CC=C1)C)Br,CC1=C(C(=CC=C1)C)Br,Unknown,0.63,185.064,3.065940000000002,185.064,3.065940000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4306260903849541,0,0,0,0,5982,0.4542876991464339,1.0,"{'ligand_0': (1.0, 9)}",0.6776892
17,1881,1881,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,CN1C(CCC1)C2=CN=CC=C2,CN1C(CCC1)C2=CN=CC=C2,Unknown,0.99,162.23600000000002,1.8483,162.23600000000002,1.8483,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.9586073148417744,0,0,0,0,1881,0.7454608281502991,1.0,"{'ligand_0': (1.0, 12)}",0.9190074
18,5067,5067,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,C1COC2=C(O1)C=CC(=C2)N,C1COC2=C(O1)C=CC(=C2)N,Unknown,0.130234565,151.16499999999996,1.04,151.16499999999996,1.04,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0600988185913259,0,0,0,0,5067,0.2645327510899702,1.0,"{'ligand_0': (1.0000001192092896, 11)}",0.124610305
19,6220,6220,n-Heptane,7.156084656,20.0,300,87.0,-8.0,0,0,22.0,CCCCCCC,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,Unknown,-0.037649437,206.285,3.0732000000000017,206.285,3.0732000000000017,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0164689900338599,0,0,0,0,6220,0.2645327510899702,1.0,"{'ligand_0': (1.0, 15)}",-0.03687668
20,4946,4946,Ethyl acetate,0.27,20.0,300,59.0,-37.5,0,0,22.0,O(C(C)=O)CC,OC1=CC(C)=CC=C1C,OC1=CC(C)=CC=C1C,Unknown,0.289898559,122.16699999999996,2.00904,122.16699999999996,2.00904,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1480684412898206,1,0,0,0,4946,0.2681384207027271,1.0,"{'ligand_0': (0.9999999403953552, 9)}",0.33363956
21,3549,3549,Acetone,5.86,20.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,Unknown,0.987,1071.59,22.549200000000027,1071.59,22.549200000000027,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,DM500,1,0,CF,1.8538719643217616,0,0,0,0,3549,1.147139681247994,1.0,"{'ligand_0': (1.0, 82)}",0.96651304
22,42,42,2-propanol,0.01,40.0,500,59.0,-31.0,0,0,25.0,C(C)(C)O,O=C(O[Pd]([P]1(c2ccccc2)c3ccccc3)(OC(C)=O)[P](c4ccccc4)(C5=C1C=CC=C5)c6ccccc6)C,CC(O[Pd]OC(C)=O)=O,metal_catalyst,0.92,670.9780000000002,5.228100000000005,224.508,0.0250999999999999,0.01,cat,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,1,0,0,0,0,0,DM500,0,1,DE,1.0915149811213505,0,0,0,0,42,8.97335885671176,1.0,"{'metal': (0.012129872106015682, 1), 'ligand_0': (0.06511072814464569, 4), 'ligand_1': (0.8576485514640808, 32), 'ligand_2': (0.06511072814464569, 4)}",0.88397545
23,5138,5138,Ethanol,0.7,30.0,300,59.0,-37.5,0,0,25.0,C(C)O,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)OC,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)OC,Unknown,0.964,502.60100000000034,3.093000000000001,502.60100000000034,3.093000000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.4317982759330046,1,0,0,0,5138,0.6370974479595772,1.0,"{'ligand_0': (1.0000001192092896, 35)}",0.85855913
24,968,968,Acetonitrile,0.51909254,20.0,300,59.0,-37.5,0,0,21.0,C(C)#N,CC(c1ccc(c2cc3c(CCCC3)c(c4c(O5)c(c6ccc(C(C)(C)C)cc6)cc7c4CCCC7)c2OP5(O)=O)cc1)(C)C,CC(c1ccc(c2cc3c(CCCC3)c(c4c(O5)c(c6ccc(C(C)(C)C)cc6)cc7c4CCCC7)c2OP5(O)=O)cc1)(C)C,organocatalyst,0.996965587,620.7700000000004,10.911799999999989,620.7700000000004,10.911799999999989,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.3942196454291453,0,0,0,0,968,0.6551406535851695,1.0,"{'ligand_0': (1.0, 45)}",0.9933726
25,5948,5948,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,Unknown,0.99,259.349,2.577500000000001,259.349,2.577500000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,0,5948,0.6513281469689836,1.0,"{'ligand_0': (1.0000001192092896, 19)}",0.93726194
26,3464,3464,Ethanol,0.05,20.0,150,59.0,0.0,0,1,25.0,C(C)O,BrC1=CC=C(/C=C(Br)/N(=O)=O)O1,BrC1=CC=C(/C=C(Br)/N(=O)=O)O1,Unknown,0.489,296.90200000000004,3.012100000000001,296.90200000000004,3.012100000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,0,0,0,DM150,0,1,DE,0.2907300390241692,0,0,0,0,3464,0.431615555122316,1.0,"{'ligand_0': (1.0, 12)}",0.61316484
27,896,896,Acetonitrile,2.530907666,20.0,300,-1.0,0.0,1,1,21.0,C(C)#N,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.142504824,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,PMPerformance,1,0,CF,0.0662621408553848,0,0,0,0,896,1.3187171327852367,1.0,"{'metal': (0.03521931543946266, 1), 'ligand_0': (0.9647806882858276, 20)}",0.23991331
28,6259,6259,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,NC1=CC=CC2=C(N)C=CC=C12,NC1=CC=CC2=C(N)C=CC=C12,Unknown,0.94,158.204,2.0042,158.204,2.0042,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.2146701649892326,0,0,0,0,6259,0.7141389446145722,1.0,"{'ligand_0': (1.0, 12)}",0.7928145
29,5391,5391,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,Unknown,1.0,348.38200000000006,4.766160000000004,348.38200000000006,4.766160000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0,5391,0.7517252048574444,1.0,"{'ligand_0': (1.0, 25)}",0.99118936
30,1080,1080,Acetonitrile,0.45587198,20.0,500,82.0,0.0,0,1,21.0,C(C)#N,CCC1C2C[C@@H]([C@@H](NC(NCc3ccccc3)=S)c(ccn4)c5c4ccc(OC)c5)N(CC2)C1,CCC1C2C[C@@H]([C@@H](NC(NCc3ccccc3)=S)c(ccn4)c5c4ccc(OC)c5)N(CC2)C1,organocatalyst,0.394538483,474.6740000000003,5.069200000000004,474.6740000000003,5.069200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2171967520683001,0,0,0,0,1080,0.3904081674252082,1.0,"{'ligand_0': (0.9999999403953552, 34)}",0.45975298
31,4331,4331,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,Unknown,1.0,265.362,0.6077399999999994,265.362,0.6077399999999994,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0,4331,0.6568014927418321,1.0,"{'ligand_0': (1.0, 18)}",0.98459136
32,3228,3228,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,Nc1cccc(O)c1,Nc1cccc(O)c1,Unknown,0.39,109.128,0.9744,109.128,0.9744,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2139587897574457,0,0,0,0,3228,0.3229274005980675,1.0,"{'ligand_0': (1.0, 8)}",0.39812726
33,1059,1059,Ethanol,0.195522762,20.0,300,87.0,-8.0,0,0,21.0,C(C)O,O=c(c(OC)c1Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1=O,O=c(c(OC)c1Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1=O,organocatalyst,0.210364956,339.191,3.072400000000001,339.191,3.072400000000001,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.1020239399569652,1,0,0,0,1059,0.2713874269039865,1.0,"{'ligand_0': (1.0000001192092896, 23)}",0.14499572
34,4978,4978,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,Unknown,0.99,307.825,3.341500000000002,307.825,3.341500000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,0,4978,0.6513281469689836,1.0,"{'ligand_0': (0.9999998807907104, 21)}",0.95729876
35,6262,6262,Ethanol,0.7,20.0,300,59.0,-37.5,0,0,25.0,C(C)O,CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,Unknown,0.736,198.39399999999995,5.707400000000006,198.39399999999995,5.707400000000006,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5767541260631921,0,0,0,0,6262,0.512305164338629,1.0,"{'ligand_0': (1.0, 14)}",0.7634599
36,5563,5563,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CC1=CC(=CC(=C1N)C)Br,CC1=CC(=CC(=C1N)C)Br,Unknown,0.63,200.079,2.6481400000000006,200.079,2.6481400000000006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.4306260903849541,0,0,0,0,5563,0.5199432666930658,1.0,"{'ligand_0': (1.0, 10)}",0.70007837
37,5468,5468,n-Heptane,0.225,20.0,300,59.0,-37.5,0,0,22.0,CCCCCCC,CC1=C(OC)C=C(C)C(Br)=C1,CC1=C(OC)C=C(C)C(Br)=C1,Unknown,-0.057247217,215.09,3.0745400000000016,215.09,3.0745400000000016,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.0245871350311105,1,0,0,0,5468,0.218933830913944,1.0,"{'ligand_0': (1.0, 11)}",-0.047797024
38,4347,4347,Acetone,5.63,30.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C)(C)C%13=CC=CC=C%13,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C)(C)C%13=CC=CC=C%13,Unknown,1.0,1384.0459999999998,29.07090000000009,1384.0459999999998,29.07090000000009,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,DM500,1,0,CF,3.0,0,0,0,0,4347,1.1597031318429594,1.0,"{'ligand_0': (1.0000004768371582, 106)}",0.98830914
39,5267,5267,Ethanol,0.85,20.0,300,59.0,-37.5,0,0,22.0,C(C)O,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,Unknown,0.606486643,178.234,3.086400000000001,178.234,3.086400000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4039382883400009,0,0,0,0,5267,0.4414180258322908,1.0,"{'ligand_0': (1.0, 14)}",0.63108265
40,1937,1937,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,C1=CC=C(C=C1)OC2=CC=C(C=C2)N,C1=CC=C(C=C1)OC2=CC=C(C=C2)N,Unknown,0.708687648,185.226,3.0611000000000006,185.226,3.0611000000000006,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5341528326340131,0,0,0,0,1937,0.4973561697020539,1.0,"{'ligand_0': (0.9999999403953552, 14)}",0.6532326
