,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,membrane,solvent,solute_smiles,secondary_solute_smiles,secondary_solute_ratio,pressure,temperature,permeance,process_configuration,solute_category,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold2,rejection_mcmpnn_combi_v42d_fold4,rejection_mcmpnn_combi_v42d_fold0,rejection_mcmpnn_combi_v42d_fold1,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
10,10,10,10,10,10,10,DM300,Toluene,N=C(N(C)C)N(C)C,N=C(N(C)C)N(C)C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,115.18,0.0443699999999998,115.18,0.0443699999999998,0,0,0,1,0,0,0,0,1,0,0.20776907,0.26737234,0.46841538,0.49175775,0.50061154,0.38718521599999994,0.21497335293518996,0.55939707906481
11,11,11,11,11,11,11,DM300,Toluene,OC[C@H]1N(C(OC(C)(C)C)=O)CCC1,OC[C@H]1N(C(OC(C)(C)C)=O)CCC1,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,201.266,1.3781999999999996,201.266,1.3781999999999996,0,0,0,1,0,0,0,0,1,0,0.27914804,0.32111132,0.33165938,0.2524588,0.2099632,0.278868148,0.21673274683737476,0.3410035491626252
12,12,12,12,12,12,12,DM300,Toluene,CCCC[N+](CCCC)(CCCC)CCCC,CCCC[N+](CCCC)(CCCC)CCCC,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,242.4709999999999,5.003600000000005,242.4709999999999,5.003600000000005,0,0,0,1,0,0,0,0,1,0,0.4908785,0.5923435,0.6680025,0.51935595,0.69628847,0.5933737840000001,0.48206315586071546,0.7046844121392847
13,13,13,13,13,13,13,DM300,Toluene,S=c1c(NC[C@H]2NCCC2)c(NCc3ccccc3)c1=S,S=c1c(NC[C@H]2NCCC2)c(NCc3ccccc3)c1=S,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,317.483,3.7971800000000018,317.483,3.7971800000000018,0,0,0,1,0,0,0,0,1,0,0.61145306,0.39283556,0.56943077,0.6574438,0.58628124,0.563488886,0.4380786048573654,0.6888991671426347
14,14,14,14,14,14,14,DM300,Toluene,O=c(c(NCc1ccccc1)c2NC[C@H]3N(CCC3)C(OC(C)(C)C)=O)c2=O,O=c(c(NCc1ccccc1)c2NC[C@H]3N(CCC3)C(OC(C)(C)C)=O)c2=O,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,385.46400000000017,2.706100000000001,385.46400000000017,2.706100000000001,0,0,0,1,0,0,0,0,1,0,0.5626898,0.49677008,0.6745461,0.60641766,0.5014129,0.568367308,0.4755263400056169,0.6612082759943831
15,15,15,15,15,15,15,DM300,Toluene,O=c(c(N[C@@H](c(ccn1)c2c1ccc(OC)c2)[C@H]3N4CCC(C3)C(C#C)C4)c5Nc6cc(C(F)(F)F)cc(C(F)(F)F)c6)c5=O,O=c(c(N[C@@H](c(ccn1)c2c1ccc(OC)c2)[C@H]3N4CCC(C3)C(C#C)C4)c5Nc6cc(C(F)(F)F)cc(C(F)(F)F)c6)c5=O,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,0,0,0,1,0,0,0,0,1,0,0.6648356,0.6176745,0.83501196,0.71814865,0.92551506,0.7522371540000001,0.5954416516935728,0.9090326563064275
16,16,16,16,16,16,16,DM300,Toluene,N[C@H]([C@@H]1[N@@](CC[C@H]2C1)C[C@@H]2C=C)c3ccnc4ccc(OC)cc34,N[C@H]([C@@H]1[N@@](CC[C@H]2C1)C[C@@H]2C=C)c3ccnc4ccc(OC)cc34,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,323.4400000000001,3.139600000000001,323.4400000000001,3.139600000000001,0,0,0,1,0,0,0,0,1,0,0.5327272,0.46956968,0.5174003,0.51503664,0.4303161,0.49300998400000007,0.4405598227382077,0.5454601452617924
17,17,17,17,17,17,17,DM300,Toluene,NC1CCCCC1,NC1CCCCC1,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,99.177,1.2778,99.177,1.2778,0,0,0,1,0,0,0,0,1,0,-0.12221426,-0.018490434,0.16712338,0.01650685,0.13946891,0.036478889199999996,-0.11080223599383379,0.1837600143938338
18,18,18,18,18,18,18,DM300,Toluene,c1cccnc1,c1cccnc1,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,79.10199999999999,1.0816,79.10199999999999,1.0816,0,0,0,1,0,0,0,0,1,0,0.29227906,-0.012434542,0.2365722,-0.26508814,0.038718432,0.058009402,-0.21719041520162652,0.3332092192016265
19,19,19,19,19,19,19,DM300,Toluene,CN(C)CCN(C)C,CN(C)CCN(C)C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,116.208,0.1095999999999999,116.208,0.1095999999999999,0,0,0,1,0,0,0,0,1,0,-0.07440084,0.15403643,0.39539278,0.26356748,0.21402958,0.190525086,-0.02397716997725874,0.40502734197725876
20,20,20,20,20,20,20,DM300,Toluene,CCN(CC)CC,CCN(CC)CC,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,101.193,1.3481,101.193,1.3481,0,0,0,1,0,0,0,0,1,0,-0.01951021,0.12944609,0.39894068,0.17909008,0.27924675,0.193442678,-0.0021364102470879387,0.38902176624708795
21,21,21,21,21,21,21,DM300,Toluene,CN(c1ccncc1)C,CN(c1ccncc1)C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,122.17099999999998,1.1476,122.17099999999998,1.1476,0,0,0,1,0,0,0,0,1,0,-0.100185394,0.046405792,0.08457601,-0.061407983,0.14218014,0.022313713000000002,-0.10315017611075676,0.14777760211075677
22,22,22,22,22,22,22,DM300,Toluene,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0,0,0,1,0,0,0,0,1,0,0.15502456,0.26273534,0.34795868,0.18422067,0.1382738,0.21764260999999996,0.1094804069830434,0.3258048130169565
23,23,23,23,23,23,23,DM300,Toluene,c12c(OCCOCCOc3c(OCCOCCO2)cccc3)cccc1,c12c(OCCOCCOc3c(OCCOCCO2)cccc3)cccc1,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,360.406,2.948800000000001,360.406,2.948800000000001,0,0,0,1,0,0,0,0,1,0,0.41808423,0.55082417,0.59007514,0.4290343,0.27989498,0.45358256399999997,0.3013631172142275,0.6058020107857724
24,24,24,24,24,24,24,DM300,Toluene,Oc1c(Cc2cccc(C3)c2O)cccc1Cc4c(O)c(Cc5cccc3c5O)ccc4,Oc1c(Cc2cccc(C3)c2O)cccc1Cc4c(O)c(Cc5cccc3c5O)ccc4,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,424.4960000000001,5.185600000000006,424.4960000000001,5.185600000000006,0,0,0,1,0,0,0,0,1,0,0.5167269,0.54042125,0.5850875,0.5486848,0.55270845,0.54872578,0.5181159822958119,0.5793355777041882
25,25,25,25,25,25,25,DM300,Toluene,[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,3321.254999999984,23.92810000000004,3321.254999999984,23.92810000000004,0,0,0,1,0,0,0,0,1,0,0.6869006,0.8086498,1.0,1.0,1.0,0.89911008,0.7194414136591787,1.0787787463408214
26,26,26,26,26,26,26,DM300,Toluene,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)c(ccn3)c4c3ccc(OC)c4,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)c(ccn3)c4c3ccc(OC)c4,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,324.4240000000001,3.1732000000000014,324.4240000000001,3.1732000000000014,0,0,0,1,0,0,0,0,1,0,0.51662195,0.4336306,0.48699218,0.52707696,0.4709661,0.48705755799999995,0.44064445941654673,0.5334706565834532
27,27,27,27,27,27,27,DM300,Toluene,c12cccnc1c3ccccc3cc2,c12cccnc1c3ccccc3cc2,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,179.22199999999998,3.3880000000000017,179.22199999999998,3.3880000000000017,0,0,0,1,0,0,0,0,1,0,0.24995041,0.28953052,0.34916115,0.1646742,0.23154622,0.25697250000000005,0.17190819938046797,0.3420368006195321
28,28,28,28,28,28,28,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)OC(c4ccccc4)=O)C[C@@H]5CC[N@]1C[C@@H]5C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)OC(c4ccccc4)=O)C[C@@H]5CC[N@]1C[C@@H]5C=C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,414.5050000000002,4.734900000000004,414.5050000000002,4.734900000000004,0,0,0,1,0,0,0,0,1,0,0.66338885,0.51984686,0.6910963,0.6047482,0.6868082,0.633177682,0.5436494366926112,0.7227059273073888
29,29,29,29,29,29,29,DM300,Toluene,OCC[P+](CCCC)(CCCC)CCCC,OCC[P+](CCCC)(CCCC)CCCC,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,247.38299999999992,4.396600000000004,247.38299999999992,4.396600000000004,0,0,0,1,0,0,0,0,1,0,0.5016385,0.6184188,0.58752894,0.5368622,0.6094261,0.570774908,0.5087710161727208,0.6327787998272791
30,30,30,30,30,30,30,DM300,Toluene,CCCCCCCC[P+](CCO)(CCCCCCCC)CCCCCCCC,CCCCCCCC[P+](CCO)(CCCCCCCC)CCCCCCCC,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,415.7070000000004,9.077800000000003,415.7070000000004,9.077800000000003,0,0,0,1,0,0,0,0,1,0,0.64497435,0.8103441,0.7530015,0.691875,0.8233439,0.74470777,0.64994470218304,0.83947083781696
31,31,31,31,31,31,31,DM300,Toluene,CCCC[P+](CCCC)(CCCC)CCCC,CCCC[P+](CCCC)(CCCC)CCCC,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,259.438,6.204400000000007,259.438,6.204400000000007,0,0,0,1,0,0,0,0,1,0,0.53655,0.6685653,0.7028495,0.552953,0.6577779,0.6237391400000001,0.5315730915145882,0.715905188485412
32,32,32,32,32,32,32,DM300,Toluene,CCCC[N+](CCCC)(CCCC)CCCC,CCCC[N+](CCCC)(CCCC)CCCC,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,242.4709999999999,5.003600000000005,242.4709999999999,5.003600000000005,0,0,0,1,0,0,0,0,1,0,0.4908785,0.5923435,0.6680025,0.51935595,0.69628847,0.5933737840000001,0.48206315586071546,0.7046844121392847
33,33,33,33,33,33,33,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)N)C[C@@H]4CC[N@]1C[C@@H]4CC,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)N)C[C@@H]4CC[N@]1C[C@@H]4CC,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,325.456,3.3636000000000017,325.456,3.3636000000000017,0,0,0,1,0,0,0,0,1,0,0.5656513,0.5016401,0.50633067,0.57957774,0.5905134,0.5487426419999999,0.49680409134506354,0.6006811926549362
34,34,34,34,34,34,34,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)O)C[C@@H]4CC[N@]1C[C@@H]4C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)O)C[C@@H]4CC[N@]1C[C@@H]4C=C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,310.39700000000005,2.8702000000000005,310.39700000000005,2.8702000000000005,0,0,0,1,0,0,0,0,1,0,0.5785296,0.36912924,0.48286033,0.5998487,0.6165499,0.529383554,0.40090807843685194,0.6578590295631481
35,35,35,35,35,35,35,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)O)C[C@@H]4CC[N@+]1(C[C@@H]4C=C)Cc5cc(C[N@+]6(CC[C@H]7C[C@@]6([H])[C@@H](c(ccn8)c9c8ccc(OC)c9)O)C[C@@H]7C=C)cc(C[N@+]%10(CC[C@H]%11C[C@@]%10([H])[C@@H](c(ccn%12)c%13c%12ccc(OC)c%13)O)C[C@@H]%11C=C)c5,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)O)C[C@@H]4CC[N@+]1(C[C@@H]4C=C)Cc5cc(C[N@+]6(CC[C@H]7C[C@@]6([H])[C@@H](c(ccn8)c9c8ccc(OC)c9)O)C[C@@H]7C=C)cc(C[N@+]%10(CC[C@H]%11C[C@@]%10([H])[C@@H](c(ccn%12)c%13c%12ccc(OC)c%13)O)C[C@@H]%11C=C)c5,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,1090.443,11.29139999999999,1090.443,11.29139999999999,0,0,0,1,0,0,0,0,1,0,0.62220705,0.805279,0.95351964,0.87732005,1.0,0.851665148,0.6676657577056946,1.0356645382943055
