,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
10,1.0,0.62103466683973,0.9474133227922991,2.118449502708809,25.375211953317272,2.4999999752078628,11.801083632209194,20.06999052270723,-3.751090495590166e-10,1.4153003090034704e-08,-3.7618627931923547e-10,1.3875009157463985e-08,-3.775921281125481e-10,1.3429795406138608e-08,-1.1960498612873362e-09,-1.196864679467367e-09
11,1.0,0.6210346668397301,0.947413322792299,2.118449502708808,25.375211953317308,2.4999999752078628,11.801083632209197,20.069990522707243,-3.7510904955214836e-10,1.415300309003456e-08,-3.761862793189608e-10,1.3875009157463969e-08,-3.775921281124041e-10,1.3429795406138747e-08,-1.1960493877554144e-09,-1.1968626305360168e-09
12,1.0,0.6210346668397301,0.9474133227922991,2.1184495027088084,25.37521195331727,2.4999999752078628,11.801083632209194,20.06999052270723,-3.751090495589614e-10,1.4153003090034699e-08,-3.761862793192341e-10,1.3875009157463999e-08,-3.775921281125463e-10,1.3429795406138606e-08,-1.1960498592938541e-09,-1.1968646965673268e-09
13,1.0,0.62103466683973,0.947413322792299,2.118449502708808,25.375211953317276,2.4999999752078628,11.801083632209195,20.06999052270723,-3.751090495589295e-10,1.4153003090034699e-08,-3.761862793192312e-10,1.3875009157463979e-08,-3.7759212811254503e-10,1.3429795406138611e-08,-1.196049858334996e-09,-1.1968646441519122e-09
14,1.0,0.6210346668397301,0.9474133227922991,2.118449502708808,25.37521195331731,2.4999999752078628,11.801083632209197,20.069990522707243,-3.7510904955267103e-10,1.415300309003457e-08,-3.761862793189809e-10,1.3875009157463964e-08,-3.7759212811241677e-10,1.3429795406138752e-08,-1.1960494160679698e-09,-1.1968626070201211e-09
15,1.0,0.6873910481159469,0.9378268457188146,2.453230241240025,30.719593339958195,2.9999999702642923,12.228774616555738,22.214080864081566,-3.3888777203685155e-10,1.2053251212131353e-08,-3.398392966457028e-10,1.1803604216173413e-08,-3.4123146953101e-10,1.144292999461949e-08,-9.769513102272626e-10,-9.76358774014854e-10
16,1.0,0.6873910481159468,0.9378268457188145,2.453230241240025,30.71959333995813,2.9999999702642923,12.228774616555734,22.214080864081545,-3.388877720391301e-10,1.2053251212131402e-08,-3.3983929664604206e-10,1.1803604216173493e-08,-3.412314695310309e-10,1.144292999461936e-08,-9.769513245333684e-10,-9.763620314210517e-10
17,1.0,0.6873910481159469,0.9378268457188146,2.4532302412400253,30.719593339958138,2.9999999702642923,12.228774616555734,22.214080864081545,-3.3888777203918596e-10,1.2053251212131419e-08,-3.398392966460496e-10,1.1803604216173478e-08,-3.4123146953103094e-10,1.1442929994619358e-08,-9.76951325667519e-10,-9.76362022810338e-10
18,1.0,0.6873910481159469,0.9378268457188146,2.453230241240026,30.719593339958116,2.9999999702642923,12.228774616555732,22.214080864081545,-3.388877720319939e-10,1.2053251212131478e-08,-3.3983929664493126e-10,1.1803604216173526e-08,-3.4123146953097076e-10,1.1442929994619264e-08,-9.769512649765442e-10,-9.763630527939449e-10
19,1.0,0.6873910481159469,0.9378268457188145,2.4532302412400258,30.71959333995814,2.9999999702642923,12.228774616555734,22.21408086408155,-3.3888777203906364e-10,1.2053251212131414e-08,-3.3983929664603307e-10,1.1803604216173491e-08,-3.4123146953103073e-10,1.1442929994619355e-08,-9.769513233010217e-10,-9.76362015877967e-10
20,1.0,0.7347671973620641,0.9283147994450918,2.785103051140667,34.988595049184184,3.4999999653253866,12.566859829089362,23.748101165823904,-3.1717464399364107e-10,1.0659318291089953e-08,-3.1805504717333536e-10,1.0432298421214578e-08,-3.1946656287255085e-10,1.0182719392274883e-08,-8.556160646666309e-10,-8.539662852558724e-10
21,1.0,0.734767197362064,0.9283147994450918,2.7851030511406667,34.98859504918417,3.4999999653253866,12.566859829089362,23.748101165823897,-3.171746439902827e-10,1.065931829108996e-08,-3.1805504717284634e-10,1.0432298421214587e-08,-3.194665628725498e-10,1.0182719392274865e-08,-8.556160435795663e-10,-8.53966615614739e-10
22,1.0,0.7347671973620642,0.9283147994450918,2.785103051140667,34.98859504918419,3.4999999653253866,12.566859829089362,23.748101165823904,-3.1717464399364107e-10,1.0659318291089966e-08,-3.1805504717333536e-10,1.0432298421214577e-08,-3.1946656287255085e-10,1.0182719392274873e-08,-8.55616064665147e-10,-8.539662854279677e-10
23,1.0,0.7347671973620641,0.9283147994450919,2.7851030511406667,34.98859504918418,3.4999999653253866,12.566859829089362,23.7481011658239,-3.1717464398721165e-10,1.065931829108996e-08,-3.18055047172255e-10,1.043229842121459e-08,-3.194665628725476e-10,1.018271939227485e-08,-8.556160217346493e-10,-8.539664176400031e-10
24,1.0,0.734767197362064,0.9283147994450918,2.7851030511406667,34.9885950491842,3.4999999653253866,12.566859829089363,23.748101165823904,-3.17174643987974e-10,1.0659318291089965e-08,-3.1805504717240737e-10,1.0432298421214582e-08,-3.1946656287254434e-10,1.0182719392274862e-08,-8.556160340117739e-10,-8.539663713504713e-10
25,1.0,0.7703016228257855,0.9187934990399607,3.1158919741047737,38.50807073174326,3.99999996038868,12.837415397040264,24.90147787161676,-3.027538961589072e-10,9.632971527347653e-09,-3.035885039543294e-10,9.424550304275894e-09,-3.050295242948095e-10,9.309630885254351e-09,-7.790721700346527e-10,-7.764625383756151e-10
26,1.0,0.7703016228257855,0.9187934990399607,3.1158919741047746,38.50807073174327,3.99999996038868,12.837415397040262,24.90147787161676,-3.027538961589062e-10,9.63297152734764e-09,-3.03588503954329e-10,9.424550304275897e-09,-3.0502952429480943e-10,9.309630885254361e-09,-7.790721700221772e-10,-7.764625383054125e-10
27,1.0,0.7703016228257855,0.9187934990399607,3.1158919741047737,38.50807073174325,3.99999996038868,12.837415397040262,24.90147787161676,-3.027538961589001e-10,9.632971527347627e-09,-3.0358850395432944e-10,9.424550304275889e-09,-3.0502952429480943e-10,9.309630885254382e-09,-7.79072169988793e-10,-7.764624908348177e-10
28,1.0,0.7683870635381391,0.9264517362661417,3.0340600860217037,57.00195780590826,3.9999999602553804,13.183654399871259,37.2449129435012,-2.0253485457114282e-10,37.213602133825376,-2.026998647185714e-10,2.996186025322855e-09,-2.034315878208797e-10,3.2145783545171897e-09,-3.492776448101293e-10,-3.4781759659115727e-10
29,1.0,0.7703016228257854,0.9187934990399607,3.1158919741047737,38.50807073174325,3.99999996038868,12.837415397040262,24.90147787161676,-3.0275389615839365e-10,9.632971527347667e-09,-3.0358850395447363e-10,9.424550304275896e-09,-3.050295242948133e-10,9.30963088525434e-09,-7.790721649506927e-10,-7.76462527782718e-10
30,1.0,0.7979524342449467,0.9092140363631488,3.44647875755812,41.49386207795581,4.499999955452039,13.056804559098323,25.80144499955369,-2.925157866990825e-10,8.821103262032547e-09,-2.9331832880193614e-10,8.628331819196838e-09,-2.9479108691549676e-10,8.668634297315854e-09,-7.26593622190841e-10,-7.230348230552575e-10
31,1.0,0.7979524342449466,0.9092140363631488,3.446478757558121,41.49386207795582,4.499999955452039,13.056804559098323,25.80144499955369,-2.9251578669875557e-10,8.821103262032572e-09,-2.9331832880224173e-10,8.628331819196835e-09,-2.9479108691549795e-10,8.66863429731584e-09,-7.265936225809947e-10,-7.230350351121778e-10
32,1.0,0.7979524342449466,0.9092140363631487,3.44647875755812,41.49386207795581,4.499999955452039,13.056804559098325,25.801444999553688,-2.925157866990859e-10,8.821103262032534e-09,-2.933183288019385e-10,8.628331819196835e-09,-2.9479108691549676e-10,8.668634297315874e-09,-7.265936221989499e-10,-7.230350626665521e-10
33,1.0,0.7979524342449466,0.9092140363631487,3.44647875755812,41.493862077955825,4.499999955452039,13.056804559098325,25.801444999553688,-2.9251578669873365e-10,8.821103262032549e-09,-2.9331832880223527e-10,8.628331819196843e-09,-2.947910869154979e-10,8.668634297315859e-09,-7.265936225589609e-10,-7.230350562432127e-10
34,1.0,0.7979524342449466,0.9092140363631487,3.446478757558121,41.49386207795582,4.499999955452039,13.056804559098323,25.80144499955369,-2.9251578669900807e-10,8.821103262032516e-09,-2.933183288019168e-10,8.628331819196828e-09,-2.947910869154966e-10,8.6686342973159e-09,-7.265936221452321e-10,-7.230350649696185e-10
35,1.0,0.8200904184165434,0.8995478984998121,3.7772976629235537,44.09124028218046,4.999999950513622,13.236976263723207,26.52422427136238,-2.848996350265456e-10,8.144681903316679e-09,-2.856783548282182e-10,7.965323189355556e-09,-2.87182006053995e-10,8.178469486505564e-09,-6.884802420025762e-10,-6.839396387103483e-10
36,1.0,0.8200904184165434,0.8995478984998121,3.7772976629235537,44.09124028218046,4.999999950513622,13.236976263723207,26.52422427136238,-2.848996350261471e-10,8.144681903316656e-09,-2.8567835482860156e-10,7.965323189355546e-09,-2.871820060539959e-10,8.178469486505584e-09,-6.884802424857315e-10,-6.839396178204633e-10
37,1.0,0.8200904184165434,0.8995478984998121,3.7772976629235537,44.09124028218045,4.999999950513622,13.236976263723207,26.52422427136238,-2.848996350261669e-10,8.144681903316692e-09,-2.8567835482860456e-10,7.965323189355541e-09,-2.8718200605399594e-10,8.178469486505557e-09,-6.884802424895964e-10,-6.839396142721529e-10
38,1.0,0.8200904184165434,0.8995478984998121,3.777297662923554,44.09124028218046,4.999999950513622,13.236976263723205,26.52422427136238,-2.848996350261568e-10,8.144681903316677e-09,-2.8567835482860115e-10,7.965323189355555e-09,-2.871820060539959e-10,8.178469486505564e-09,-6.884802424819238e-10,-6.839396198262734e-10
39,1.0,0.8200904184165434,0.8995478984998121,3.7772976629235533,44.09124028218045,4.999999950513622,13.236976263723207,26.52422427136238,-2.8489963502655456e-10,8.144681903316694e-09,-2.8567835482822106e-10,7.965323189355558e-09,-2.87182006053995e-10,8.178469486505546e-09,-6.884802420129117e-10,-6.839396388491741e-10
