,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
10,1.0,0.9616177922306252,0.29999999135389255,7.285283033436492,1605.9501725686846,7.816121204626922,10.728644540998097,40.00000017481011,2.6853635160057526e-08,6.318559501079437e-07,3.1096993629316156e-08,6.765134286960817e-07,4.1852290829356445e-08,3.158763345867815e-06,4.720440719333956e-09,0.45548282622966574
11,1.0,0.9616177922301717,0.29999999135389255,7.285283033358341,1605.9501725688383,7.816121204527582,10.728644540976832,40.00000017481019,2.685647183237777e-08,6.318548360600888e-07,3.1099765551114154e-08,6.765131611640372e-07,4.185473888385792e-08,3.1587590737603305e-06,4.733419598999973e-09,0.4554828262154773
12,1.0,0.9616177922301719,0.29999999135389255,7.28528303335834,1605.9501725688385,7.816121204527581,10.728644540976832,40.00000017481019,2.6856471835689138e-08,6.318548360625202e-07,3.109976555714111e-08,6.765131611644286e-07,4.185473890005605e-08,3.1587590737675315e-06,4.7334195943964286e-09,0.4554828262154773
13,1.0,0.9616177922301717,0.29999999135389255,7.285283033358342,1605.9501725688388,7.816121204527583,10.728644540976832,40.00000017481019,2.6856471818537145e-08,6.318548360503971e-07,3.109976551904739e-08,6.765131611646031e-07,4.185473871266144e-08,3.158759073770289e-06,4.73341949939369e-09,0.45548282621547737
14,1.0,0.9616177922301719,0.29999999135389255,7.285283033358339,1605.9501725688383,7.816121204527579,10.728644540976829,40.00000017481019,2.6856471881897644e-08,6.318548360631039e-07,3.1099765632509997e-08,6.765131611643659e-07,4.185473891833057e-08,3.1587590737668297e-06,4.733419548192661e-09,0.455482826215477
15,1.0,0.9342957350530272,0.39999999183503576,5.701692552514337,1208.8405183021855,6.0878846382632466,10.67732884963298,40.00000007534748,4.1328190583777766e-08,9.397382331279055e-07,4.6849615939899104e-08,9.886003756743174e-07,6.019620879767325e-08,3.905121705963065e-06,9.578746191021455e-09,0.5279590438670375
16,1.0,0.9342957350530272,0.39999999183503576,5.701692552514336,1208.8405183021857,6.0878846382632466,10.67732884963298,40.00000007534748,4.132819058093385e-08,9.397382331427451e-07,4.684961593841214e-08,9.886003756799247e-07,6.019620877780842e-08,3.905121705983806e-06,9.578746088499393e-09,0.527959043867038
17,1.0,0.9342957350530272,0.39999999183503576,5.701692552514339,1208.8405183021857,6.087884638263249,10.67732884963298,40.00000007534748,4.132819058080235e-08,9.397382331429086e-07,4.6849615938180686e-08,9.886003756774988e-07,6.019620877743742e-08,3.90512170598408e-06,9.578746087199992e-09,0.527959043867038
18,1.0,0.9342957350540684,0.399999991835036,5.701692552592892,1208.8405183008522,6.087884638371346,10.677328849675314,40.00000007534381,4.132281840831806e-08,9.397659446736377e-07,4.684412223938367e-08,9.886055054977345e-07,6.019049880374376e-08,3.905165662052349e-06,9.558982165928832e-09,0.527959043887372
19,1.0,0.9342957350530272,0.39999999183503576,5.701692552514338,1208.8405183021857,6.087884638263248,10.67732884963298,40.00000007534748,4.1328190580788164e-08,9.397382331451164e-07,4.68496159381737e-08,9.886003756775225e-07,6.019620877742746e-08,3.905121705984075e-06,9.578746087129953e-09,0.5279590438670378
20,1.0,0.8951215714094575,0.4999999923139246,4.488174595886643,972.0525893281534,4.7674244055292405,10.622190165933125,39.999999920298116,6.39303803010315e-08,1.454312324277925e-06,7.02846715174956e-08,1.4683570091786219e-06,8.598486338087508e-08,4.906896019163953e-06,1.7849336045596622e-08,0.6317884789633826
21,1.0,0.8951215714073403,0.49999999231392334,4.488174595809784,972.0525893300413,4.767424405421104,10.622190165873164,39.99999992028761,6.39386533291145e-08,1.45444499679567e-06,7.029292984395405e-08,1.4683611725107833e-06,8.599318568312006e-08,4.9066422188113544e-06,1.787478479531394e-08,0.6317884789348377
22,1.0,0.8951215714072853,0.4999999923139231,4.488174595807624,972.0525893298887,4.767424405418384,10.622190165872235,39.99999992028726,6.393878048739991e-08,1.4544444824317926e-06,7.029308837151956e-08,1.468360125336734e-06,8.599325958891523e-08,4.90665416950113e-06,1.7875564551903852e-08,0.6317884789339997
23,1.0,0.8951215714072853,0.4999999923139231,4.4881745958076245,972.0525893298887,4.767424405418386,10.622190165872237,39.99999992028726,6.393878048753988e-08,1.4544444824317805e-06,7.029308837148102e-08,1.4683601253366493e-06,8.599325958884958e-08,4.90665416950094e-06,1.7875564551893476e-08,0.6317884789339998
24,1.0,0.8951215714253224,0.49999999231392134,4.488174596518116,972.0525895979196,4.76742440625576,10.622190166068066,39.99999992028511,6.391424290421077e-08,1.4543099698540195e-06,7.026996778758774e-08,1.4683260767449072e-06,8.59732871841423e-08,4.885834427361813e-06,1.77653642088455e-08,0.6317884792154843
25,1.0,0.8693007454621131,0.5499999925568104,3.973132354057104,886.6642164831006,4.208133993834043,10.59147699814854,39.99999980624509,8.067247671045018e-08,1.864617849307438e-06,8.674465488919691e-08,1.8130017194790762e-06,1.0349585608189977e-07,5.55368843995588e-06,2.4532130487150055e-08,0.7002292566035426
26,1.0,0.8693007454621131,0.5499999925568104,3.9731323540571037,886.6642164831007,4.208133993834041,10.591476998148538,39.99999980624509,8.067247671079239e-08,1.8646178493079593e-06,8.674465488951116e-08,1.8130017198943662e-06,1.0349585608191417e-07,5.553688439955585e-06,2.4532130487690462e-08,0.7002292566035424
27,1.0,0.8693007454621131,0.5499999925568104,3.9731323540571037,886.6642164831007,4.208133993834042,10.59147699814854,39.99999980624509,8.067247670989792e-08,1.864617849308356e-06,8.674465488784632e-08,1.813001719896494e-06,1.0349585607901224e-07,5.5536884399700085e-06,2.4532130486586143e-08,0.7002292566035427
28,1.0,0.8693007454621128,0.5499999925568104,3.9731323540570984,886.6642164831004,4.208133993834024,10.59147699814851,39.99999980624509,8.067247870514501e-08,1.864617849813723e-06,8.674465818527867e-08,1.813001720629706e-06,1.0349586252401478e-07,5.553688468669667e-06,2.4532129647667347e-08,0.7002292566035412
29,1.0,0.8693007455002328,0.5499999925568104,3.973132355110578,886.6642164799412,4.208133995142221,10.591476998632757,39.99999980624506,8.06197349691746e-08,1.8646178020227758e-06,8.667912357553785e-08,1.8130016108839093e-06,1.0344131468518812e-07,5.553695282817464e-06,2.3965272231862058e-08,0.7002292571229973
30,1.0,0.8378725492024688,0.5999999928060734,3.5053193263095275,816.1064289283189,3.700791983809924,10.557645793063706,39.99999965168864,1.0356909251375286e-07,2.472748611592727e-06,1.0810617639522328e-07,2.2660416273154e-06,1.2586721013007567e-07,6.324298889011349e-06,3.430624636127674e-08,0.7835707417698072
31,1.0,0.8378725491717034,0.5999999928060608,3.505319325688827,816.1064286234385,3.7007919831281537,10.557645792964955,39.99999965193656,1.0357748606035112e-07,2.4728400210350783e-06,1.081121227039424e-07,2.265964893086999e-06,1.2587046187010298e-07,6.351432723991494e-06,3.4486518047109916e-08,0.7835707415252353
32,1.0,0.837872549202812,0.5999999928060742,3.505319326317707,816.1064289267464,3.7007919838171897,10.557645793059514,39.99999965168925,1.0356954711847695e-07,2.472753391465209e-06,1.0810676423334682e-07,2.266048467429609e-06,1.2586841491879942e-07,6.324428630560965e-06,3.429735236486914e-08,0.783570741776372
33,1.0,0.8378725492028117,0.5999999928060742,3.5053193263177036,816.1064289267445,3.7007919838171857,10.55764579305951,39.99999965168925,1.0356954714291216e-07,2.4727533950229905e-06,1.0810676428223926e-07,2.2660484718135533e-06,1.2586841504182333e-07,6.324428771522291e-06,3.4297351647320216e-08,0.7835707417763714
34,1.0,0.8378725492028102,0.5999999928060742,3.5053193263176707,816.1064289267466,3.700791983817151,10.55764579305951,39.99999965168925,1.0356954702263094e-07,2.472753392153413e-06,1.081067641454824e-07,2.266048468808904e-06,1.2586841494187514e-07,6.324428611332911e-06,3.429738065846357e-08,0.7835707417763479
35,1.0,0.7992502431189075,0.6499999911111638,3.0778917790674587,757.1239621541488,3.2378618568185087,10.519739124159665,40.00000004564712,4.636967459882267e-08,1.2449624782195213e-06,4.640562430709146e-08,1.0422564674266265e-06,5.316684666033877e-08,2.697491834333291e-06,1.5304583538512254e-08,0.8860772188659531
36,1.0,0.7992502431189075,0.6499999911111638,3.0778917790674587,757.1239621541486,3.237861856818509,10.519739124159665,40.00000004564712,4.6369674608625895e-08,1.2449624782195912e-06,4.64056243180934e-08,1.0422564674240746e-06,5.316684668166272e-08,2.697491834333536e-06,1.5304582090983246e-08,0.8860772188659543
37,1.0,0.7992502431189075,0.6499999911111638,3.0778917790674596,757.1239621541484,3.237861856818509,10.519739124159662,40.00000004564712,4.636967460206945e-08,1.244962478219623e-06,4.640562430241326e-08,1.0422564674266487e-06,5.316684665887507e-08,2.6974918343336105e-06,1.530458205116338e-08,0.8860772188659541
38,1.0,0.7992502431189077,0.6499999911111638,3.07789177906746,757.1239621541487,3.237861856818511,10.519739124159667,40.00000004564712,4.636967460955124e-08,1.2449624782196051e-06,4.6405624317152903e-08,1.0422564674266413e-06,5.3166846674951996e-08,2.697491834333413e-06,1.5304582544855647e-08,0.8860772188659538
39,1.0,0.7992502431185706,0.6499999911111638,3.07789177906342,757.1239621541821,3.2378618568116004,10.519739124151021,40.00000004564712,4.6371310191112826e-08,1.2449624836923816e-06,4.640694698080805e-08,1.04225647022935e-06,5.316798697420431e-08,2.6974918790558295e-06,1.5307463365128002e-08,0.886077218862947
40,1.0,0.7502509957009657,0.6999999926501246,2.675862483184763,707.5107307630951,2.802813691033012,10.47443098682647,39.99999793526652,3.4013398633534645e-07,2.313664385153537e-05,2.5184847319076584e-07,7.658382042164214e-06,2.3186216357174822e-07,7.637599778966952e-06,0.016056340795508738,0.9999999746261922
41,1.0,0.7502509956996918,0.6999999926501209,2.67586248317436,707.5107307560287,2.8028136910204373,10.47443098681601,39.9999979353276,3.401355114068347e-07,2.3137259534587952e-05,2.518504593419792e-07,7.658893739183115e-06,2.318644746839189e-07,7.637873000961822e-06,0.016056340772060553,0.9999999746263334
42,1.0,0.7502509956364192,0.6999999926501158,2.6758624826048383,707.5107300902487,2.8028136902449368,10.474430986141398,39.99999793772459,3.401963809513728e-07,2.3263918965912516e-05,2.519302912316591e-07,7.66139366207167e-06,2.3194978525694037e-07,7.639480559445726e-06,0.016056337753761172,0.9999999746265674
43,1.0,0.7502509957008169,0.6999999926501241,2.6758624831835216,707.5107307622196,2.80281369103165,10.474430986825695,39.99999793527395,3.4013411377825885e-07,2.313671905392326e-05,2.518486358155015e-07,7.65844644512095e-06,2.3186235997389582e-07,7.637633411357966e-06,0.01605634079262076,0.9999999746262099
44,1.0,0.7502509957008826,0.6999999926501242,2.6758624831840687,707.5107307626037,2.8028136910322554,10.47443098682605,39.9999979352707,3.4013405605350687e-07,2.313668617859401e-05,2.5184856192445064e-07,7.658418177439752e-06,2.318622713154161e-07,7.637618635149728e-06,0.016056340793885744,0.9999999746262022
45,1.0,0.6800141521511114,0.7499999933067728,2.252346637490327,666.0663269636657,2.3438532890778956,10.406272507388238,39.99999662955302,5.238969106145345e-07,3.985666313639629e-05,3.9470602402830916e-07,1.0542876320824697e-05,4.177548553199166e-07,1.2628950963818015e-05,0.2003192313065585,0.999999948533924
46,1.0,0.6800141521607498,0.7499999933068128,2.2523466375461947,666.0663270973537,2.3438532890964865,10.406272507274618,39.99999662897491,5.239030044278529e-07,3.983277413758885e-05,3.947170926463907e-07,1.0540832259432178e-05,4.177671251422157e-07,1.2627236138304927e-05,0.20031923190074827,0.9999999485315034
47,1.0,0.6800141521615444,0.7499999933068275,2.2523466375576486,666.0663271403478,2.3438532890706747,10.40627250712734,39.99999662881214,5.23921895616798e-07,3.982544267930796e-05,3.947373502179407e-07,1.0540215895042448e-05,4.1779418667656876e-07,1.2626563074625132e-05,0.20031923207813812,0.9999999485306468
48,1.0,0.6800141521570129,0.7499999933067961,2.2523466375244214,666.0663270437119,2.343853289090764,10.406272507324678,39.99999662917828,5.238999223998103e-07,3.984232079483411e-05,3.9471175136787124e-07,1.0541603503755182e-05,4.1776138538255105e-07,1.2627892136215488e-05,0.20031923166295726,0.9999999485324904
49,1.0,0.6800141521536847,0.7499999933067818,2.252346637505138,666.0663269977341,2.343853289084977,10.406272507366014,39.999996629383205,5.238976718483728e-07,3.98504583571816e-05,3.947076933999093e-07,1.0542354381806745e-05,4.1775691925148636e-07,1.2628517160805515e-05,0.2003192314599776,0.9999999485333535
50,1.0,0.5947712607385158,0.7999999914689846,1.9099262957030385,631.1417453387928,1.9741934394292255,10.33649017698156,39.99999823337999,2.993410612654287e-07,2.5077610798875064e-05,2.3037092093399577e-07,5.302998591569407e-06,2.909830381637244e-07,8.45957592948887e-06,0.4247441932038123,0.9999999710612816
51,1.0,0.5947712607385157,0.7999999914689846,1.9099262957030376,631.1417453387928,1.9741934394292244,10.336490176981558,39.99999823337999,2.993410612648829e-07,2.5077610799215565e-05,2.3037092093334007e-07,5.302998591570293e-06,2.9098303816321863e-07,8.45957592948973e-06,0.4247441932038125,0.9999999710612816
52,1.0,0.5947712607385096,0.7999999914689846,1.9099262957029932,631.1417453385883,1.9741934394292429,10.336490176981894,39.99999823338014,2.993409942958955e-07,2.507765215279008e-05,2.3037083777896775e-07,5.302998699402233e-06,2.9098297233599045e-07,8.459576093425261e-06,0.42474419320282253,0.9999999710612816
53,1.0,0.5947711430931267,0.7999999940492486,1.9099259281384628,631.1412070214043,1.9741925506028635,10.33648751251332,39.99999442373904,8.340030778650605e-07,6.936491823672549e-05,6.438893870239231e-07,1.4638637779688887e-05,8.109699750733941e-07,2.3342128274997982e-05,0.42474290625016264,0.9999999026651379
54,1.0,0.5947712607385157,0.7999999914689846,1.9099262957030374,631.1417453387921,1.9741934394292249,10.336490176981563,39.99999823337999,2.993410610285676e-07,2.507761096512691e-05,2.303709206346059e-07,5.302998591918812e-06,2.909830379246574e-07,8.459575929993403e-06,0.42474419320380885,0.9999999710612816
55,1.0,0.491173388941871,0.8499999917621194,1.627505828780192,602.0051749545587,1.6705098102210545,10.264232426579168,39.99999678300487,5.033486033470811e-07,4.4167289671093304e-05,4.001931301848322e-07,7.403223707606176e-06,6.453869943473155e-07,2.0065180098466283e-05,0.6988321681695395,0.999999941470884
56,1.0,0.49117338894187584,0.8499999917621194,1.627505828780206,602.0051749546352,1.670509810221068,10.264232426579165,39.99999678300482,5.033486072063152e-07,4.416727327326396e-05,4.0019313486111304e-07,7.40322369186691e-06,6.453869969077117e-07,2.006517999681897e-05,0.6988321681699412,0.999999941470884
57,1.0,0.49117338894187135,0.8499999917621194,1.627505828780193,602.0051749545585,1.6705098102210556,10.264232426579168,39.99999678300487,5.033486033363693e-07,4.4167289715778995e-05,4.001931301717843e-07,7.403223707662128e-06,6.453869943399815e-07,2.0065180098765503e-05,0.6988321681695374,0.999999941470884
58,1.0,0.4911733889418714,0.8499999917621194,1.627505828780193,602.0051749545603,1.6705098102210556,10.26423242657917,39.99999678300487,5.033486034401758e-07,4.4167289304579424e-05,4.0019313029840427e-07,7.403223707183095e-06,6.453869944213091e-07,2.006518010795333e-05,0.698832168169548,0.999999941470884
59,1.0,0.4911733889418723,0.8499999917621194,1.6275058287801958,602.0051749545755,1.6705098102210585,10.26423242657917,39.99999678300485,5.03348604194873e-07,4.4167286083793115e-05,4.001931312137541e-07,7.403223704108164e-06,6.45386994906385e-07,2.006518007514452e-05,0.6988321681696269,0.999999941470884
60,1.0,0.3639654607302635,0.8999999955451087,1.3890212489733897,571.81077186177,1.415015885431547,10.187143547856962,39.99998023030755,2.8141041210085426e-06,1.473113172972311,2.178709930741924e-06,2.9077089421667695e-05,5.195150430469033e-06,0.0003559942366010713,0.9999986369318831,0.9999997547480295
61,1.0,0.36396546073026337,0.8999999955451087,1.3890212489733889,571.8107718617688,1.4150158854315475,10.18714354785697,39.99998023030756,2.814104120040019e-06,1.4731131729723483,2.1787099297965967e-06,2.9077089421705537e-05,5.195150428582695e-06,0.00035599423673587764,0.9999986369318831,0.9999997547480294
62,1.0,0.36396546073023794,0.8999999955451088,1.3890212489735512,571.8107718677217,1.4150158854313217,10.18714354785418,39.999980230282624,2.8141023097720766e-06,1.4731131729383984,2.1787081771088466e-06,2.9077089126078045e-05,5.19515478022268e-06,0.00035599349499809485,0.9999986369319454,0.9999997547481945
63,1.0,0.3639654607302636,0.8999999955451087,1.3890212489733897,571.8107718617694,1.415015885431548,10.187143547856968,39.99998023030755,2.8141041203879906e-06,1.4731131729723248,2.1787099301342478e-06,2.9077089421691565e-05,5.195150429424663e-06,0.00035599423667362335,0.9999986369318831,0.9999997547480295
64,1.0,0.3639654607302635,0.8999999955451087,1.3890212489733895,571.8107718617689,1.415015885431548,10.18714354785697,39.99998023030756,2.814104119991939e-06,1.4731131729723321,2.1787099297497693e-06,2.907708942170893e-05,5.195150428645594e-06,0.0003559942367273148,0.9999986369318831,0.9999997547480294
