,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_mcmpnn_combi_v09_id_organocatalysts,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold0,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold1,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold2,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold3,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold4
10,178,500,82.0,0.0,0,1,Ethanol,0.320534523,20.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.728293413,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.5643043719109437,cat,0,178,-1.0,0.32782838,0.25468877,0.20557636,0.3477075,0.20258012
11,183,300,87.0,-8.0,0,0,Ethanol,0.195522762,10.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.74251497,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.5875646037369725,cat,0,183,-1.0,0.13645023,0.16798908,0.1102705,0.16919917,0.1254003
12,188,500,82.0,0.0,0,1,Ethanol,0.320534523,10.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.775698603,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.6472361153888624,cat,0,188,-1.0,0.2837572,0.21882561,0.1850324,0.34716403,0.20418814
13,256,225,-1.0,0.0,1,1,Acetonitrile,0.36,10.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.948,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,NFX,1,0,CF,1.2757241303992106,cat,0,256,-1.0,0.85798347,0.7458134,0.83153456,0.7626724,0.78653896
14,260,225,-1.0,0.0,1,1,Acetonitrile,0.36,20.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.942,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,NFX,1,0,CF,1.229147988357855,cat,0,260,-1.0,0.83100104,0.7229328,0.81180954,0.7201115,0.77207994
15,457,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.934919366,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.1799257988992262,cat,0,457,-1.0,0.8575946,0.7756547,0.8363553,0.7668655,0.8071728
16,463,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.994021555,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,2.156241340006509,cat,0,463,-1.0,0.8354783,0.76663065,0.82562995,0.73286265,0.7971363
17,469,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.87453187,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.8980189030174526,cat,0,469,-1.0,0.8119278,0.7590463,0.8090389,0.69478714,0.79216516
18,1274,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22.0,CO,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,1.0,286.33,5.071200000000004,286.33,5.071200000000004,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,DM300,1,0,CF,3.0,nf10k,0,1274,-1.0,0.94686127,0.96328676,0.87309337,0.9048969,0.9592521
19,2989,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22.0,CO,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,1.0,286.33,5.071200000000004,286.33,5.071200000000004,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,DM300,1,0,CF,3.0,nf10k,0,2989,-1.0,0.95418197,0.9489459,0.87029433,0.94042933,0.95450115
