id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source
12,500,82.0,0.0,0,1,Dimethyl carbonate,0.333333333,30.0,27.0,C(OC)(OC)=O,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.86,258.03499999999997,0.60719,258.03499999999997,0.60719,0.5,90.078,0.35,0.644,1069.0,3.1,15.5,3.9,9.7,84.2,0,0,0,0,1,SS336,1,0,CF,0.8507808873446201,cat
13,300,59.0,-37.5,0,0,Ethanol,0.444,30.0,25.0,C(C)O,[Mg++].[O-]S(=O)(=O)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)F,[Mg++].[O-]S(=O)(=O)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)F,metal_catalyst,0.98,322.4429999999999,-0.2779999999999998,322.4429999999999,-0.2779999999999998,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,DM300,1,0,CF,1.6777807052660803,cat
14,300,59.0,-37.5,0,0,Ethanol,0.0184,50.0,25.0,C(C)O,[Mg++].[O-]S(=O)(=O)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)F,[Mg++].[O-]S(=O)(=O)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)F,metal_catalyst,0.741,322.4429999999999,-0.2779999999999998,322.4429999999999,-0.2779999999999998,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,DM300,1,0,CF,0.585026652029182,cat
15,300,59.0,-37.5,0,0,Acetone,2.48,30.0,25.0,CC(=O)C,CC(O)=O.C1([P](C2=CC=CC=C2)(C3=CC=CC=C3)[Pd][P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)=CC=CC=C1,C1([P](C2=CC=CC=C2)(C3=CC=CC=C3)[Pd][P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)=CC=CC=C1,metal_catalyst,0.878,691.0560000000002,6.978000000000006,631.0040000000001,6.887100000000006,0.1,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,1,0,0,0,0,DM300,1,0,CF,0.9100948885606021,cat
16,300,87.0,-8.0,0,0,Toluene-Nonanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=O)CCCC,COC(C=C1C(C)(C)C)=CC(C2=C(C(C(C)(C)C)=CC(OC)=C2)O[P]34OC5=CC=CC=C5C6=CC=CC=C6O3)=C1O[P]7([Rh+]84O[C-](C)C=C(O8)C)OC9=CC=CC=C9C%10=CC=CC=C%10O7,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.99,988.8130000000001,14.855389999999966,258.03499999999997,0.60719,0.01,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.9586073148417746,cat
17,300,87.0,-8.0,0,0,Toluene-Nonanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=O)CCCC,O(C1=C(C=C(OC)C=C1C(C)(C)C)C2=C(OP3OC=4C(C=5C(O3)=CC=CC5)=CC=CC4)C(C(C)(C)C)=CC(OC)=C2)P6OC=7C(C=8C(O6)=CC=CC8)=CC=CC7,COC(C=C1C(C)(C)C)=CC(C2=C(C(C(C)(C)C)=CC(OC)=C2)O[P]34OC5=CC=CC=C5C6=CC=CC=C6O3)=C1O[P]7([Rh+]84O[C-](C)C=C(O8)C)OC9=CC=CC=C9C%10=CC=CC=C%10O7,ligand,0.97,786.7980000000002,14.856799999999966,988.8130000000001,14.855389999999966,0.2,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.508638306165727,cat
18,300,87.0,-8.0,0,0,Toluene-Nonanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=O)CCCC,CC(C)(C1=CC=C2)C3=CC=CC([P](C4=CC=CC=C4)([Rh+]56O[C-](C)C=C(O5)C)C7=CC=CC=C7)=C3OC1=C2[P]6(C8=CC=CC=C8)C9=CC=CC=C9,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.99,780.6470000000002,9.035990000000002,258.03499999999997,0.60719,0.01,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.9586073148417746,cat
19,300,87.0,-8.0,0,0,Toluene-Nonanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=O)CCCC,P(C1=C2C(C(C)(C)C=3C(O2)=C(P(C4=CC=CC=C4)C5=CC=CC=C5)C=CC3)=CC=C1)(C6=CC=CC=C6)C7=CC=CC=C7,CC(C)(C1=CC=C2)C3=CC=CC([P](C4=CC=CC=C4)([Rh+]56O[C-](C)C=C(O5)C)C7=CC=CC=C7)=C3OC1=C2[P]6(C8=CC=CC=C8)C9=CC=CC=C9,ligand,0.98,578.6320000000002,7.634600000000009,780.6470000000002,9.035990000000002,0.2,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.6777807052660803,cat
20,300,87.0,-8.0,0,0,Toluene-Nonanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=O)CCCC,CC(O[Rh+]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)O7)=C[C-]7C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.95,726.5990000000002,8.290990000000006,258.03499999999997,0.60719,0.01,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.2924298239020633,cat
21,300,87.0,-8.0,0,0,Toluene-Nonanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=O)CCCC,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,CC(O[Rh+]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)O7)=C[C-]7C,ligand,0.8,262.292,3.4448000000000016,726.5990000000002,8.290990000000006,0.2,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,0,1,0,0,0,GMT-oNF-2,1,0,CF,0.6968039425795112,cat
22,300,87.0,-8.0,0,0,Toluene-Tridecanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,COC(C=C1C(C)(C)C)=CC(C2=C(C(C(C)(C)C)=CC(OC)=C2)O[P]34OC5=CC=CC=C5C6=CC=CC=C6O3)=C1O[P]7([Rh+]84O[C-](C)C=C(O8)C)OC9=CC=CC=C9C%10=CC=CC=C%10O7,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.95,988.8130000000001,14.855389999999966,258.03499999999997,0.60719,0.01,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150.0,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.2924298239020633,cat
23,300,87.0,-8.0,0,0,Toluene-Tridecanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,O(C1=C(C=C(OC)C=C1C(C)(C)C)C2=C(OP3OC=4C(C=5C(O3)=CC=CC5)=CC=CC4)C(C(C)(C)C)=CC(OC)=C2)P6OC=7C(C=8C(O6)=CC=CC8)=CC=CC7,COC(C=C1C(C)(C)C)=CC(C2=C(C(C(C)(C)C)=CC(OC)=C2)O[P]34OC5=CC=CC=C5C6=CC=CC=C6O3)=C1O[P]7([Rh+]84O[C-](C)C=C(O8)C)OC9=CC=CC=C9C%10=CC=CC=C%10O7,ligand,0.98,786.7980000000002,14.856799999999966,988.8130000000001,14.855389999999966,0.2,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150.0,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.6777807052660803,cat
24,300,87.0,-8.0,0,0,Toluene-Tridecanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,CC(C)(C1=CC=C2)C3=CC=CC([P](C4=CC=CC=C4)([Rh+]56O[C-](C)C=C(O5)C)C7=CC=CC=C7)=C3OC1=C2[P]6(C8=CC=CC=C8)C9=CC=CC=C9,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.95,780.6470000000002,9.035990000000002,258.03499999999997,0.60719,0.01,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150.0,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.2924298239020633,cat
25,300,87.0,-8.0,0,0,Toluene-Tridecanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,P(C1=C2C(C(C)(C)C=3C(O2)=C(P(C4=CC=CC=C4)C5=CC=CC=C5)C=CC3)=CC=C1)(C6=CC=CC=C6)C7=CC=CC=C7,CC(C)(C1=CC=C2)C3=CC=CC([P](C4=CC=CC=C4)([Rh+]56O[C-](C)C=C(O5)C)C7=CC=CC=C7)=C3OC1=C2[P]6(C8=CC=CC=C8)C9=CC=CC=C9,ligand,0.92,578.6320000000002,7.634600000000009,780.6470000000002,9.035990000000002,0.2,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150.0,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.0915149811213505,cat
26,300,87.0,-8.0,0,0,Toluene-Tridecanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,CC(O[Rh+]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)O7)=C[C-]7C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.93,726.5990000000002,8.290990000000006,258.03499999999997,0.60719,0.01,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150.0,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.148741651280925,cat
27,300,87.0,-8.0,0,0,Toluene-Tridecanal-mix,2.03,20.0,5.0,CC1=CC=CC=C1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,CC(O[Rh+]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)O7)=C[C-]7C,ligand,0.61,262.292,3.4448000000000016,726.5990000000002,8.290990000000006,0.2,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150.0,0,1,0,0,0,GMT-oNF-2,1,0,CF,0.40782324260413316,cat
28,300,87.0,-8.0,0,0,Toluene,2.03,20.0,5.0,CC1=CC=CC=C1,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.85,258.03499999999997,0.60719,258.03499999999997,0.60719,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,GMT-oNF-2,1,0,CF,0.8210230527068305,cat
29,300,87.0,-8.0,0,0,Toluene-Octene-mix,2.32,40.0,40.0,CC1=CC=CC=C1.C(CCC=C)CCC,COC(C=C1C(C)(C)C)=CC(C2=C(C(C(C)(C)C)=CC(OC)=C2)O[P]34OC5=CC=CC=C5C6=CC=CC=C6O3)=C1O[P]7([Rh+]84O[C-](C)C=C(O8)C)OC9=CC=CC=C9C%10=CC=CC=C%10O7,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.87,988.8130000000001,14.855389999999966,258.03499999999997,0.60719,0.01,97.15975,3.165,0.62675,829.0,2.31,17.325,1.3,2.1,119.6,0,1,0,0,0,GMT-oNF-2,1,0,CF,0.8827287043442358,cat
30,300,87.0,-8.0,0,0,Toluene-Octene-mix,2.32,40.0,40.0,CC1=CC=CC=C1.C(CCC=C)CCC,O(C1=C(C=C(OC)C=C1C(C)(C)C)C2=C(OP3OC=4C(C=5C(O3)=CC=CC5)=CC=CC4)C(C(C)(C)C)=CC(OC)=C2)P6OC=7C(C=8C(O6)=CC=CC8)=CC=CC7,COC(C=C1C(C)(C)C)=CC(C2=C(C(C(C)(C)C)=CC(OC)=C2)O[P]34OC5=CC=CC=C5C6=CC=CC=C6O3)=C1O[P]7([Rh+]84O[C-](C)C=C(O8)C)OC9=CC=CC=C9C%10=CC=CC=C%10O7,ligand,0.81,786.7980000000002,14.856799999999966,988.8130000000001,14.855389999999966,0.2,97.15975,3.165,0.62675,829.0,2.31,17.325,1.3,2.1,119.6,0,1,0,0,0,GMT-oNF-2,1,0,CF,0.7189666327522726,cat
31,300,59.0,-37.5,0,0,Tetrahydrofuran,1.653333333,30.0,20.0,C1CCOC1,[H][C@@]1([C@@H](C2=CC=NC3=CC=C(C=C23)OC)O)C[C@@H]4CC[N@]1C[C@@H]4C=C,[H][C@@]1([C@@H](C2=CC=NC3=CC=C(C=C23)OC)O)C[C@@H]4CC[N@]1C[C@@H]4C=C,organocatalyst,0.9,324.42400000000004,3.1732000000000014,324.42400000000004,3.1732000000000014,0.5,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,1,0,0,0,0,DM300,0,1,DE,0.9956786262173575,cat
32,300,59.0,-37.5,0,0,Tetrahydrofuran,1.653333333,30.0,20.0,C1CCOC1,C12=CC=C3C(C=CC=C3)=C1N=CC=C2,C12=CC=C3C(C=CC=C3)=C1N=CC=C2,organocatalyst,0.98,179.22199999999998,3.3880000000000017,179.22199999999998,3.3880000000000017,0.5,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,1,0,0,0,0,DM300,0,1,DE,1.6777807052660803,cat
33,300,59.0,-37.5,0,0,Tetrahydrofuran,1.653333333,30.0,20.0,C1CCOC1,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](OC(C3=CC=CC=C3)=O)C4=CC=NC5=CC=C(O)C=C45,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](OC(C3=CC=CC=C3)=O)C4=CC=NC5=CC=C(O)C=C45,organocatalyst,0.98,414.50500000000017,4.734900000000006,414.50500000000017,4.734900000000006,0.5,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,1,0,0,0,0,DM300,0,1,DE,1.6777807052660803,cat
34,300,59.0,-37.5,0,0,Ethanol,0.216666667,30.0,23.0,C(C)O,OCC[P+](CCCC)(CCCC)CCCC.[I-],OCC[P+](CCCC)(CCCC)CCCC.[I-],organocatalyst,0.96,374.2869999999999,1.4005999999999998,374.2869999999999,1.4005999999999998,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,DM300,0,1,DE,1.387216143280264,cat
35,300,59.0,-37.5,0,0,Acetone,0.345,20.0,23.0,CC(=O)C,OCC[P+](CCCC)(CCCC)CCCC.[I-],OCC[P+](CCCC)(CCCC)CCCC.[I-],organocatalyst,0.97,374.2869999999999,1.4005999999999998,374.2869999999999,1.4005999999999998,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,1,0,0,0,0,DM300,0,1,DE,1.508638306165727,cat
36,300,59.0,-37.5,0,0,Ethanol,0.38,30.0,23.0,C(C)O,CCCCCCCC[P+](CCCCCCCC)(CCO)CCCCCCCC.[I-],CCCCCCCC[P+](CCCCCCCC)(CCO)CCCCCCCC.[I-],organocatalyst,0.98,542.6110000000003,6.081800000000006,542.6110000000003,6.081800000000006,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,DM300,1,0,CF,1.6777807052660803,cat
37,300,59.0,-37.5,0,0,Ethanol,0.333333333,30.0,23.0,C(C)O,CCCC[P+](CCCC)(CCCC)CCCC.[I-],CCCC[P+](CCCC)(CCCC)CCCC.[I-],organocatalyst,0.94,386.3419999999999,3.208400000000001,386.3419999999999,3.208400000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,DM300,1,0,CF,1.2146701649892326,cat
38,300,59.0,-37.5,0,0,Ethanol,0.326666667,30.0,23.0,C(C)O,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCC[N+](CCCC)(CCCC)CCCC.[I-],organocatalyst,0.9,369.3749999999999,2.007600000000001,369.3749999999999,2.007600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,DM300,1,0,CF,0.9956786262173575,cat
39,300,87.0,-8.0,0,0,2-Methyltetrahydrofuran,4.3,20.0,23.0,CC1CCCO1,CC1(C)C2=CC=CC3=C2OC4=C(C=CC=C14)[P](C5=CC=CC=C5)(C6=CC=CC=C6)[Pd][P]3(C7=CC=CC=C7)C8=CC=CC=C8,[Pd].O=C(/C=C/c1ccccc1)\C=C\c2ccccc2.O=C(/C=C/c3ccccc3)\C=C\c4ccccc4,metal_catalyst,0.985,685.052,7.632100000000008,575.0160000000003,7.9621000000000075,0.01,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.7958800173440748,cat
40,300,87.0,-8.0,0,0,2-Methyltetrahydrofuran,4.3,20.0,23.0,CC1CCCO1,P(C1=C2C(C(C)(C)C=3C(O2)=C(P(C4=CC=CC=C4)C5=CC=CC=C5)C=CC3)=CC=C1)(C6=CC=CC=C6)C7=CC=CC=C7,CC1(C)C2=CC=CC3=C2OC4=C(C=CC=C14)[P](C5=CC=CC=C5)(C6=CC=CC=C6)[Pd][P]3(C7=CC=CC=C7)C8=CC=CC=C8,ligand,0.972,578.6320000000002,7.634600000000009,685.052,7.632100000000008,0.2,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,GMT-oNF-2,1,0,CF,1.5376020021010435,cat
41,300,-1.0,0.0,1,1,2-Methyltetrahydrofuran,1.8,20.0,23.0,CC1CCCO1,CC1(C)C2=CC=CC3=C2OC4=C(C=CC=C14)[P](C5=CC=CC=C5)(C6=CC=CC=C6)[Pd][P]3(C7=CC=CC=C7)C8=CC=CC=C8,[Pd].O=C(/C=C/c1ccccc1)\C=C\c2ccccc2.O=C(/C=C/c3ccccc3)\C=C\c4ccccc4,metal_catalyst,0.983,685.052,7.632100000000008,575.0160000000003,7.9621000000000075,0.01,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,PMPerformance,1,0,CF,1.7447274948966935,cat
