id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane_TS40,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source
10,220,-1.0,0.0,1,1,Toluene,0.06,40.0,30.0,CC1=CC=CC=C1,CC(Oc1c(C=[Ru](Cl)(Cl)=C2N(c3c(C)cc(OCCOCCOC)cc3C)CCN2c4c(C)cc(OCCOCCOC)cc4C)cccc1)C,CC(Oc1c(C=[Ru](Cl)(Cl)=C2N(c3c(C)cc(OCCOCCOC)cc3C)CCN2c4c(C)cc(OCCOCCOC)cc4C)cccc1)C,metal_catalyst,0.996,834.8439999999998,7.51708000000001,834.8439999999998,7.51708000000001,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,2.301029995663981,cat
11,220,-1.0,0.0,1,1,Ethyl acetate,13.3,20.0,23.0,O(C(C)=O)CC,CC(OC1=CC=CC=C1C=[Ru](Cl)([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)Cl)C,CC(OC1=CC=CC=C1C=[Ru](Cl)([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)Cl)C,metal_catalyst,0.97,600.6170000000003,10.016299999999994,600.6170000000003,10.016299999999994,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,1.508638306165727,cat
12,220,-1.0,0.0,1,1,Ethyl acetate,8.36,20.0,23.0,O(C(C)=O)CC,Cl[Ru](=CC1=C(OC(C(C)=O)C)C=CC=C1)(Cl)=C2N(C3=C(C)C=C(C)C=C3C)CCN2C4=C(C)C=C(C)C=C4C,Cl[Ru](=CC1=C(OC(C(C)=O)C)C=CC=C1)(Cl)=C2N(C3=C(C)C=C(C)C=C3C)CCN2C4=C(C)C=C(C)C=C4C,metal_catalyst,0.94,654.644,7.619420000000009,654.644,7.619420000000009,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,1.2146701649892326,cat
13,300,87.0,-8.0,0,0,2-propanol,0.26,30.0,25.0,C(C)(C)O,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,ligand,0.663,262.292,3.4448000000000016,262.292,3.4448000000000016,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.4710832997223453,cat
14,300,87.0,-8.0,0,0,Dimethyl carbonate,0.603333333,30.0,25.0,C(OC)(OC)=O,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,ligand,0.581,262.292,3.4448000000000016,262.292,3.4448000000000016,90.078,0.35,0.644,1069.0,3.1,15.5,3.9,9.7,84.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.3767507096020995,cat
15,300,87.0,-8.0,0,0,n-Hexanal,0.806666667,30.0,25.0,C(CCC)CC=O,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,ligand,0.389,262.292,3.4448000000000016,262.292,3.4448000000000016,100.161,1.7656,1.4,810.0,10.0,15.8,8.5,5.4,120.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.21324857785443882,cat
16,300,87.0,-8.0,0,0,n-Hexane,3.326666667,30.0,25.0,C(CCC)CC,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,ligand,0.59,262.292,3.4448000000000016,262.292,3.4448000000000016,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.3861581781239308,cat
17,300,87.0,-8.0,0,0,Toluene,1.93,30.0,25.0,CC1=CC=CC=C1,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,ligand,0.905,262.292,3.4448000000000016,262.292,3.4448000000000016,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.0177287669604316,cat
18,220,-1.0,0.0,1,1,Toluene,0.06,40.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.995,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,2.221848749616356,cat
19,220,-1.0,0.0,1,1,Toluene,0.06,30.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.995,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,2.221848749616356,cat
20,220,-1.0,0.0,1,1,Toluene,0.06,20.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.984,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,1.7695510786217257,cat
21,220,-1.0,0.0,1,1,Toluene,0.06,10.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.963,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,1.4202164033831894,cat
22,220,-1.0,0.0,1,1,Toluene,0.18,40.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.86,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,0.8507808873446201,cat
23,220,-1.0,0.0,1,1,Toluene,0.18,30.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.86,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,0.8507808873446201,cat
24,220,-1.0,0.0,1,1,Toluene,0.24,20.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.91,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,1.0409586076789066,cat
25,220,-1.0,0.0,1,1,Toluene,0.35,10.0,26.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.91,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,1.0409586076789066,cat
26,220,-1.0,0.0,1,1,Ethyl acetate,4.236,25.0,20.0,O(C(C)=O)CC,CC(C)(c1cc(C(C)(C)C)c2c(C=[N]3[C@H]4CCCC[C@@H]4[N]5=Cc6c(O[Mn]5(O2)3Cl)c(C(C)(C)C)cc(C(C)(C)C)c6)c1)C,CC(C)(c1cc(C(C)(C)C)c2c(C=[N]3[C@H]4CCCC[C@@H]4[N]5=Cc6c(O[Mn]5(O2)3Cl)c(C(C)(C)C)cc(C(C)(C)C)c6)c1)C,metal_catalyst,0.994,635.215,10.098999999999997,635.215,10.098999999999997,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,2.1549019599857426,cat
27,220,-1.0,0.0,1,1,Ethyl acetate,5.892,25.0,44.0,O(C(C)=O)CC,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,metal_catalyst,0.99,847.1960000000003,9.201500000000003,847.1960000000003,9.201500000000003,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,1.9586073148417746,cat
28,220,-1.0,0.0,1,1,Tetrahydrofuran,2.725,20.0,20.0,C1CCOC1,CC(C)(c1cc(C(C)(C)C)c2c(C=[N]3[C@H]4CCCC[C@@H]4[N]5=Cc6c(O[Mn]5(O2)3Cl)c(C(C)(C)C)cc(C(C)(C)C)c6)c1)C,CC(C)(c1cc(C(C)(C)C)c2c(C=[N]3[C@H]4CCCC[C@@H]4[N]5=Cc6c(O[Mn]5(O2)3Cl)c(C(C)(C)C)cc(C(C)(C)C)c6)c1)C,metal_catalyst,0.958,635.215,10.098999999999997,635.215,10.098999999999997,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,1.3665315444204131,cat
29,220,-1.0,0.0,1,1,Tetrahydrofuran,4.728,25.0,40.0,C1CCOC1,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,metal_catalyst,0.99,847.1960000000003,9.201500000000003,847.1960000000003,9.201500000000003,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,1.9586073148417746,cat
30,220,-1.0,0.0,1,1,Tetrahydrofuran,3.744,25.0,30.0,C1CCOC1,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,metal_catalyst,0.99,847.1960000000003,9.201500000000003,847.1960000000003,9.201500000000003,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,1.9586073148417746,cat
31,220,-1.0,0.0,1,1,Tetrahydrofuran,2.84,25.0,20.0,C1CCOC1,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,CC(O[Pd]1(OC(C)=O)[P](C2=C(C3=C([P](C4=CC=CC=C4)1C5=CC=CC=C5)C=C6C(C=CC=C6)=C3)C=C7C(C=CC=C7)=C2)(C8=CC=CC=C8)C9=CC=CC=C9)=O,metal_catalyst,0.99,847.1960000000003,9.201500000000003,847.1960000000003,9.201500000000003,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,0,1,DE,1.9586073148417746,cat
32,500,82.0,0.0,0,1,Dimethyl carbonate,0.333333333,30.0,27.0,C(OC)(OC)=O,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.86,258.03499999999997,0.60719,258.03499999999997,0.60719,90.078,0.35,0.644,1069.0,3.1,15.5,3.9,9.7,84.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.8507808873446201,cat
33,220,-1.0,0.0,1,1,Toluene,0.766666667,30.0,27.0,CC1=CC=CC=C1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,metal_catalyst,0.996,626.634,8.050320000000008,626.634,8.050320000000008,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,2.301029995663981,cat
34,220,-1.0,0.0,1,1,Toluene,0.766666667,30.0,27.0,CC1=CC=CC=C1,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,0.578,258.03499999999997,0.60719,258.03499999999997,0.60719,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SM122,1,0,CF,0.3736596326249576,cat
35,600,-1.0,0.0,1,1,2-propanol,0.01,40.0,25.0,C(C)(C)O,CC(O[Pd]OC(C)=O)=O,CC(O[Pd]OC(C)=O)=O,metal_catalyst,0.75,224.50799999999998,0.0250999999999999,224.50799999999998,0.0250999999999999,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMS600,0,1,DE,0.6003262785189618,cat
36,600,-1.0,0.0,1,1,2-propanol,0.02,40.0,25.0,C(C)(C)O,CC1=CC=CC=C1[P](C2=CC=CC=C2C)([Pd](OC(C)=O)(OC(C)=O)[P](C3=CC=CC=C3C)(C4=CC=CC=C4C)C5=CC=CC=C5C)C6=CC=CC=C6C,CC(O[Pd]OC(C)=O)=O,metal_catalyst,0.9,833.254,8.765220000000005,224.50799999999998,0.0250999999999999,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMS600,0,1,DE,0.9956786262173575,cat
37,500,59.0,-31.0,0,0,Methanol,0.01,40.0,25.0,CO,CC(O[Pd]([P](C1CCCCC1)(C2=CC=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=C2)C4CCCCC4)([P](C5CCCCC5)(C6=CC=C(C7=C(C(C)C)C=C(C(C)C)C=C7C(C)C)C=C6)C8CCCCC8)OC(C)=O)=O,CC(O[Pd]OC(C)=O)=O,metal_catalyst,0.81,1177.9659999999994,21.0179,224.50799999999998,0.0250999999999999,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM500,0,1,DE,0.7189666327522726,cat
38,500,59.0,-31.0,0,0,2-propanol,0.01,40.0,25.0,C(C)(C)O,CC(O[Pd]([P](C1CCCCC1)(C2=CC=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=C2)C4CCCCC4)([P](C5CCCCC5)(C6=CC=C(C7=C(C(C)C)C=C(C(C)C)C=C7C(C)C)C=C6)C8CCCCC8)OC(C)=O)=O,CC(O[Pd]OC(C)=O)=O,metal_catalyst,0.95,1177.9659999999994,21.0179,224.50799999999998,0.0250999999999999,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM500,0,1,DE,1.2924298239020633,cat
39,500,59.0,-31.0,0,0,1-Butanol,0.01,40.0,25.0,CCCCO,CC(O[Pd]([P](C1CCCCC1)(C2=CC=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C=C2)C4CCCCC4)([P](C5CCCCC5)(C6=CC=C(C7=C(C(C)C)C=C(C(C)C)C=C7C(C)C)C=C6)C8CCCCC8)OC(C)=O)=O,CC(O[Pd]OC(C)=O)=O,metal_catalyst,0.98,1177.9659999999994,21.0179,224.50799999999998,0.0250999999999999,74.12,0.9,2.544,810.0,17.1,16.0,5.7,15.8,91.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM500,0,1,DE,1.6777807052660803,cat
